codigo,titulo,tipo,zona,departamento,municipio,hab,banos,parqueos,m2_constr,unidad_m2,terreno,unidad_terreno,precio,moneda,descripcion,url,imagen,lat,lng,geo_tipo
qc4409,Preciosa casa en carretera Vieja a León,Casa,Carretera Vieja a Leon,Managua,Managua,4,4.5,10,400.00,Mt²,"2,700.00",Vrs²,330000.00,USD,"Hermosa casa ubicada a 15 minutos del centro de la ciudad, en residencial seguro, cuenta con 3 salas, comedor, cocina, 4 habitaciones, 5 baños, cuarto de servicio con su baño completo, tiene la part...",https://www.quierocasa.com/anuncio/qc4409/0/preciosa-casa-en-carretera-vieja-a-leon.htm,https://www.quierocasa.com/gallery/qc4409/350/qc4409-27.jpg,12.0731952,-86.4953759,trunk
qc6965,Casa en Venta en Santo Domingo,Casa,Santo Domingo,Managua,Managua,4,4,2,270.00,Mt²,979.44,Vrs²,299000.00,USD,"Descubre esta amplia y funcional casa en venta ubicada en la exclusiva zona de Santo Domingo, ideal para familias que buscan confort, privacidad y espacios bien distribuidos en un entorno seguro y res...",https://www.quierocasa.com/anuncio/qc6965/0/casa-en-venta-en-santo-domingo.htm,https://www.quierocasa.com/gallery/qc6965/350/qc6965-1.jpg,12.1516383,-86.2663177,administrative
qc7176,Casa en Venta en Bosques de Bolonia,Casa,Bosques de Bolonia,Managua,Managua,4,4,4,391.63,Mt²,842.87,Mt²,280000.00,USD,"Esta hermosa casa en venta, ubicada en Bosques de Bolonia, ofrece una distribución amplia y funcional, con ambientes diseñados para brindar comodidad, privacidad y espacios ideales para compartir. ...",https://www.quierocasa.com/anuncio/qc7176/0/casa-en-venta-en-bosques-de-bolonia.htm,https://www.quierocasa.com/gallery/qc7176/350/qc7176-21.jpg,12.1385657,-86.2885739,hotel
qc7170,Casa en Venta en Carretera a Masaya,Casa,Carretera a Masaya,Managua,Managua,3,2.5,2,195.00,Mt²,623.00,Vrs²,215000.00,USD,"¡Encuentra el hogar ideal para tu familia en una de las zonas más convenientes y de fácil acceso de Managua! Esta agradable casa en venta, ubicada en Carretera a Masaya, ofrece una distribución fu...",https://www.quierocasa.com/anuncio/qc7170/0/casa-en-venta-en-carretera-a-masaya.htm,https://www.quierocasa.com/gallery/qc7170/350/qc7170-1.jpg,12.0777949,-86.2231504,trunk
qc6534,Casa en venta en Las Colinas,Casa,Las Colinas,Managua,Managua,4,4,2,,,,,196000.00,USD,"Descubre esta hermosa casa en venta, ubicada en una de las zonas más exclusivas y seguras de Managua: Las Colinas. Ideal para familias que buscan vivir con tranquilidad, comodidad y acceso a excelent...",https://www.quierocasa.com/anuncio/qc6534/0/casa-en-venta-en-las-colinas.htm,https://www.quierocasa.com/gallery/qc6534/350/qc6534-34.jpg,12.1964007,-86.3692092,village
qc7147,Casa en Venta en Reparto San Juan,Casa,Reparto San Juan,Managua,Managua,3,2,1,114.32,Mt²,162.15,Vrs²,129500.00,USD,"Descubre esta excelente casa de dos plantas en venta en Reparto San Juan, una propiedad ideal para quienes buscan comodidad, funcionalidad y una ubicación estratégica en Managua. Su distribución of...",https://www.quierocasa.com/anuncio/qc7147/0/casa-en-venta-en-reparto-san-juan.htm,https://www.quierocasa.com/gallery/qc7147/350/qc7147-1.jpg,12.1219000,-86.2697106,administrative
qc7169,Tu nuevo hogar te espera en Lomas del Valle,Casa,Lomas del Valle,Managua,Managua,3,2,2,312.00,Mt²,245.00,Vrs²,245000.00,USD,"Descubre esta acogedora casa ubicada en Lomas del Valle, ideal para quienes buscan comodidad, funcionalidad y espacios bien distribuidos para disfrutar en familia. Características de la propieda...",https://www.quierocasa.com/anuncio/qc7169/0/tu-nuevo-hogar-te-espera-en-lomas-del-valle.htm,https://www.quierocasa.com/gallery/qc7169/350/qc7169-1.jpg,12.1094325,-86.2448537,administrative
qc7168,Casa en Venta en Santo Domingo,Casa,Santo Domingo,Managua,Managua,4,4,2,700.00,Mt²,"2,232.00",Vrs²,888000.00,USD,"Descubre esta espectacular residencia ubicada en Santo Domingo, diseñada para brindar comodidad, privacidad, seguridad y espacios ideales para disfrutar en familia. Una propiedad amplia, con excelent...",https://www.quierocasa.com/anuncio/qc7168/0/casa-en-venta-en-santo-domingo.htm,https://www.quierocasa.com/gallery/qc7168/350/qc7168-13.jpg,12.1516383,-86.2663177,administrative
qc7166,Oficina Moderna en Venta en Las Cumbres,Oficina,Las Cumbres,Managua,Managua,,,10,"2,300.00",Mt²,"10,000.00",Vrs²,3600000.00,USD,"¡Excelente oportunidad para establecer tu empresa en una ubicación estratégica! Se ofrece en venta moderna y amplia oficina en Las Cumbres, ubicada en una zona segura, tranquila y de fácil acceso,...",https://www.quierocasa.com/anuncio/qc7166/0/oficina-moderna-en-venta-en-las-cumbres.htm,https://www.quierocasa.com/gallery/qc7166/350/qc7166-1.jpg,12.0993011,-86.2569419,administrative
qc7164,Oficina en Venta en Reparto San Juan,Oficina,Reparto San Juan,Managua,Managua,5,3,2,295.25,Mt²,665.59,Vrs²,220000.00,USD,"¡Excelente oportunidad de inversión! Amplia y funcional oficina en venta en Reparto San Juan, ideal para empresas, despachos profesionales, clínicas, consultorios, instituciones o negocios que nece...",https://www.quierocasa.com/anuncio/qc7164/0/oficina-en-venta-en-reparto-san-juan.htm,https://www.quierocasa.com/gallery/qc7164/350/qc7164-5.jpg,12.1219000,-86.2697106,administrative
qc7163,Local Comercial en Venta en Mercado Oriental,Local Comercial,Mercado Oriental,Managua,Managua,,1,2,300.00,Mt²,,,450000.00,USD,"¡Haz crecer tu negocio en una de las zonas comerciales más dinámicas de Managua! Este amplio local de 300 mts², distribuido en tres plantas de 100 mts² cada una, ofrece el espacio ideal para empr...",https://www.quierocasa.com/anuncio/qc7163/0/local-comercial-en-venta-en-mercado-oriental.htm,https://www.quierocasa.com/gallery/qc7163/350/qc7163-2.jpg,12.1485742,-86.2601307,commercial
qc843,Se vende casa en Santo Domingo,Casa,Santo Domingo,Managua,Managua,4,4,2,950.00,Mt²,"2,600.00",Vrs²,950000.00,USD,"Se venta casa en Santo Domingo 4 cuartos con baños propios, piscina, rancho, patio grande, precio de venta $950,000.00.",https://www.quierocasa.com/anuncio/qc843/0/se-vende-casa-en-santo-domingo.htm,https://www.quierocasa.com/gallery/qc843/350/qc843-38.jpg,12.1516383,-86.2663177,administrative
qc4176,El terreno perfecto para tu nuevo hogar!,Terreno,Las Colinas,Managua,Managua,,,,,,"2,200.00",Vrs²,130000.00,USD,"Este amplio terreno esta ubicado en colinas de Santa Cruz, a tan solo 150 metros de la entrada principal. Este residencial es perfecto para tu familia, cuenta con amplias calles , areas verdes y parq...",https://www.quierocasa.com/anuncio/qc4176/0/el-terreno-perfecto-para-tu-nuevo-hogar.htm,https://www.quierocasa.com/gallery/qc4176/350/qc4176-6.jpg,12.1964007,-86.3692092,village
qc7158,Casa en Venta en Santo Domingo,Casa,Santo Domingo,Managua,Managua,4,4.5,4,431.00,Mt²,950.00,Vrs²,600000.00,USD,"¡Encuentra el hogar ideal para tu familia en una de las zonas residenciales más buscadas de Managua! Esta hermosa casa de dos plantas en venta en Santo Domingo ofrece espacios amplios, excelente dis...",https://www.quierocasa.com/anuncio/qc7158/0/casa-en-venta-en-santo-domingo.htm,https://www.quierocasa.com/gallery/qc7158/350/qc7158-1.jpg,12.1516383,-86.2663177,administrative
qc7157,Terreno en Venta en Las Jagüitas,Terreno,Esquipulas,Managua,Managua,,,,,,"15,000.00",Vrs²,270000.00,USD,"¡Excelente oportunidad de inversión! Ponemos a su disposición amplio terreno en venta ubicado en Las Jagüitas, Managua, con una extensión de 15,000 varas cuadradas, ideal para desarrollar proyect...",https://www.quierocasa.com/anuncio/qc7157/0/terreno-en-venta-en-las-jaguitas.htm,https://www.quierocasa.com/gallery/qc7157/350/qc7157-1.jpg,12.0745878,-86.2158151,neighbourhood
qc2500,Moderna casa en Venta en Villa Fontana,Casa,Villa Fontana Sur,Managua,Managua,4,4,2,250.00,Mt²,700.00,Vrs²,350000.00,USD,"Descubre el hogar ideal en un exclusivo condominio en Villa Fontana, diseñado para brindar comodidad, seguridad y un estilo de vida moderno. Esta hermosa propiedad cuenta con diseño contemporáneo, ...",https://www.quierocasa.com/anuncio/qc2500/0/moderna-casa-en-venta-en-villa-fontana.htm,https://www.quierocasa.com/gallery/qc2500/350/qc2500-20.jpg,12.1033874,-86.2671277,administrative
qc6789,Preciosa Casa en Venta en Villa Fontana,Casa,Villa Fontana,Managua,Managua,3,3.5,2,182.11,Mt²,180.72,Vrs²,200000.00,USD,"Vive con comodidad y elegancia en esta hermosa casa amueblada, ubicada dentro de un condominio exclusivo en Villa Fontana, una de las zonas más céntricas y seguras de Managua. Su excelente ubicació...",https://www.quierocasa.com/anuncio/qc6789/0/preciosa-casa-en-venta-en-villa-fontana.htm,https://www.quierocasa.com/gallery/qc6789/350/qc6789-50.jpg,12.1033874,-86.2671277,administrative
qc7146,Amplio Terreno en Venta en Villa Fontana,Terreno,Villa Fontana,Managua,Managua,,,,,,3.00,Mz,1950000.00,USD,"Haz realidad tu próximo gran proyecto con este amplio terreno en venta en Villa Fontana, una de las zonas de mayor prestigio, desarrollo y plusvalía de Managua. Su excelente ubicación y amplio espa...",https://www.quierocasa.com/anuncio/qc7146/0/amplio-terreno-en-venta-en-villa-fontana.htm,https://www.quierocasa.com/gallery/qc7146/350/qc7146-1.jpg,12.1033874,-86.2671277,administrative
qc6612,"Estilo Minimalista, Vista Majestuosa y Piscina de Ensueño",Casa,Managua,Managua,Managua,5,5.5,12,600.00,Mt²,3.00,Mz,1200000.00,USD,"Descubrí esta impresionante propiedad de diseño moderno y minimalista, ubicada en un entorno natural que inspira paz y conexión con la naturaleza. Desde cada rincón de la casa podrás disfrutar de...",https://www.quierocasa.com/anuncio/qc6612/0/estilo-minimalista-vista-majestuosa-y-piscina-de-ensueno.htm,https://www.quierocasa.com/gallery/qc6612/350/qc6612-42.jpg,12.1547116,-86.2737250,administrative
qc7144,Hermosa Casa en Venta en Veracruz,Casa,Veracruz,Managua,Managua,4,3,2,160.00,Mt²,600.00,Vrs²,155000.00,USD,"Descubre esta hermosa casa en venta en Veracruz, diseñada para brindar comodidad, elegancia y funcionalidad en cada uno de sus espacios. Ubicada en una zona tranquila y de alta plusvalía, esta propi...",https://www.quierocasa.com/anuncio/qc7144/0/hermosa-casa-en-venta-en-veracruz.htm,https://www.quierocasa.com/gallery/qc7144/350/qc7144-1.jpg,11.9869063,-86.3991679,administrative
qc7142,Espectacular Casa en Venta en Veracruz,Casa,Veracruz,Managua,Managua,5,5,4,350.00,Mt²,800.00,Vrs²,229000.00,USD,"Descubre esta impresionante casa de dos plantas en venta en Veracruz, diseñada para quienes buscan amplitud, elegancia y confort en un entorno tranquilo y seguro. Con acabados de calidad y modernas a...",https://www.quierocasa.com/anuncio/qc7142/0/espectacular-casa-en-venta-en-veracruz.htm,https://www.quierocasa.com/gallery/qc7142/350/qc7142-2.jpg,11.9869063,-86.3991679,administrative
qc7141,Local en Venta en Bosques de Bolonia,Local Comercial,Bolonia,Managua,Managua,12,10,8,411.00,Mt²,"1,100.00",Vrs²,250000.00,USD,"¡Excelente oportunidad de inversión en una de las zonas comerciales y de mayor plusvalía de Managua! Este amplio inmueble comercial está ubicado en Bosques de Bolonia, una ubicación estratégica ...",https://www.quierocasa.com/anuncio/qc7141/0/local-en-venta-en-bosques-de-bolonia.htm,https://www.quierocasa.com/gallery/qc7141/350/qc7141-1.jpg,12.1398941,-86.2815427,administrative
qc7139,Finca en Venta en Carretera Nueva a León,Finca,Carretera Nueva a León,Managua,Managua,,,,,,7.00,Mz,495000.00,USD,"¡Excelente oportunidad de inversión! Se vende amplia finca de 7 manzanas ubicada en Chiquilistagua, Carretera Nueva a León, una zona con gran potencial para el desarrollo agrícola, habitacional o ...",https://www.quierocasa.com/anuncio/qc7139/0/finca-en-venta-en-carretera-nueva-a-leon.htm,https://www.quierocasa.com/gallery/qc7139/350/qc7139-2.jpg,12.1300698,-86.3114357,trunk
qc6805,Bodega en Venta en Carretera a Masaya,Bodega,Carretera a Masaya,Managua,Managua,,2,5,346.00,Mt²,,,449800.00,USD,"Excelente oportunidad de inversión en una bodega amplia y funcional, ubicada sobre la Carretera a Masaya, una de las zonas más transitadas y estratégicas de Managua, ideal para negocios, almacenami...",https://www.quierocasa.com/anuncio/qc6805/0/bodega-en-venta-en-carretera-a-masaya.htm,https://www.quierocasa.com/gallery/qc6805/350/qc6805-1.jpg,12.0777949,-86.2231504,trunk
qc7088,Casa en Venta en Carretera a Masaya,Casa,Carretera a Masaya,Managua,Managua,3,2,2,140.00,Mt²,360.00,Mt²,120000.00,USD,"Hermosa propiedad de dos plantas ubicada en una de las zonas de mayor crecimiento y plusvalía de la ciudad. Esta casa en Carretera a Masaya combina comodidad, modernidad y funcionalidad, ideal para f...",https://www.quierocasa.com/anuncio/qc7088/0/casa-en-venta-en-carretera-a-masaya.htm,https://www.quierocasa.com/gallery/qc7088/350/qc7088-12.jpg,12.0777949,-86.2231504,trunk
qc6817,Amplia Bodega en Venta en Sabana Grande,Bodega,Sabana grande,Managua,Managua,,2,3,"5,000.00",Mt²,,,3750000.00,USD,"Excelente oportunidad de inversión en una zona de gran crecimiento logístico e industrial. Esta amplia bodega en Sabana Grande ofrece 5,000 mts² de construcción, ideal para operaciones de almacena...",https://www.quierocasa.com/anuncio/qc6817/0/amplia-bodega-en-venta-en-sabana-grande.htm,https://www.quierocasa.com/gallery/qc6817/350/qc6817-1.jpg,11.9099179,-86.5930635,farm
qc6816,"Bodega en Venta de 4,000 mts2 en Sabana Grande",Bodega,Sabana grande,Managua,Managua,,2,3,"4,000.00",Mt²,,,3000000.00,USD,"Excelente oportunidad de inversión en zona industrial de Sabana Grande, con infraestructura ideal para operaciones logísticas, almacenamiento o industria. La propiedad está diseñada para brindar f...",https://www.quierocasa.com/anuncio/qc6816/0/bodega-en-venta-de-4000-mts2-en-sabana-grande.htm,https://www.quierocasa.com/gallery/qc6816/350/qc6816-5.jpg,11.9099179,-86.5930635,farm
qc6815,Amplia Bodega en Venta en Sabana Grande,Bodega,Sabana grande,Managua,Managua,,2,3,"3,000.00",Mt²,,,2250000.00,USD,"Excelente oportunidad de inversión en zona estratégica de Sabana Grande, ideal para operaciones logísticas, almacenamiento, distribución o proyectos industriales. Esta bodega cuenta con amplios es...",https://www.quierocasa.com/anuncio/qc6815/0/amplia-bodega-en-venta-en-sabana-grande.htm,https://www.quierocasa.com/gallery/qc6815/350/qc6815-2.jpg,11.9099179,-86.5930635,farm
qc6814,Venta de Bodega en Sabana Grande,Bodega,Sabana grande,Managua,Managua,,2,3,"2,000.00",Mt²,,,1500000.00,USD,"Excelente oportunidad de inversión en zona industrial y de fácil acceso. Esta bodega cuenta con amplios espacios ideales para almacenamiento, operaciones logísticas, distribución o instalación de...",https://www.quierocasa.com/anuncio/qc6814/0/venta-de-bodega-en-sabana-grande.htm,https://www.quierocasa.com/gallery/qc6814/350/qc6814-3.jpg,11.9099179,-86.5930635,farm
qc6813,Bodega en Venta en Sabana Grande,Bodega,Sabana grande,Managua,Managua,,2,3,"1,000.00",Mt²,,,750000.00,USD,"Gran oportunidad para inversión industrial o logística en Sabana Grande, zona de excelente accesibilidad y crecimiento. Esta bodega ofrece características ideales para almacenamiento, centro de dis...",https://www.quierocasa.com/anuncio/qc6813/0/bodega-en-venta-en-sabana-grande.htm,https://www.quierocasa.com/gallery/qc6813/350/qc6813-1.jpg,11.9099179,-86.5930635,farm
qc7132,Casa en Venta en Colonia 10 de Junio,Casa,Colonia 10 de Junio,Managua,Managua,3,2,1,,,,,100000.00,USD,"¡Haz realidad el sueño de tener tu propio hogar! Esta acogedora casa en venta en la Colonia 10 de Junio ofrece espacios cómodos y funcionales, ideales para disfrutar en familia en un ambiente segur...",https://www.quierocasa.com/anuncio/qc7132/0/casa-en-venta-en-colonia-10-de-junio.htm,https://www.quierocasa.com/gallery/qc7132/350/qc7132-1.jpg,12.1345737,-86.2437440,neighbourhood
qc7129,Terreno en Venta en Carretera Vieja a León,Terreno,Carretera Vieja a Leon,Managua,Managua,,,,,,"9,490.00",Vrs²,130000.00,USD,"¡Excelente oportunidad de inversión! Este amplio terreno de 9,490 varas² está ubicado sobre Carretera Vieja a León, en una zona de gran crecimiento y desarrollo, con fácil acceso a las principal...",https://www.quierocasa.com/anuncio/qc7129/0/terreno-en-venta-en-carretera-vieja-a-leon.htm,https://www.quierocasa.com/gallery/qc7129/350/qc7129-8.jpg,12.0731952,-86.4953759,trunk
qc6176,Preciosa Casa en venta en Santo Domingo,Casa,Santo Domingo,Managua,Managua,4,4.5,2,409.00,Mt²,963.00,Vrs²,490000.00,USD,"Descubre esta espectacular casa ubicada en un condominio exclusivo en Santo Domingo, una de las zonas más seguras y prestigiosas de la ciudad. Rodeada de comercios, restaurantes, y servicios esencial...",https://www.quierocasa.com/anuncio/qc6176/0/preciosa-casa-en-venta-en-santo-domingo.htm,https://www.quierocasa.com/gallery/qc6176/350/qc6176-11.jpg,12.1516383,-86.2663177,administrative
qc6976,Preciosa Casa en Venta en Carretera Sur,Casa,Carretera Sur,Managua,Managua,3,2.5,2,220.00,Mt²,590.00,Vrs²,150000.00,USD,"Descubre esta hermosa casa en venta en Carretera Sur, ubicada en una zona residencial segura, fresca y de fácil acceso, ideal para familias que buscan tranquilidad, comodidad y buena conectividad den...",https://www.quierocasa.com/anuncio/qc6976/0/preciosa-casa-en-venta-en-carretera-sur.htm,https://www.quierocasa.com/gallery/qc6976/350/qc6976-14.jpg,12.1412787,-86.2953782,trunk
qc3150,Preciosa casa en Villa Fontana,Casa,Villa Fontana,Managua,Managua,3,5,8,500.00,Mt²,"2,000.00",Vrs²,675000.00,USD,"La casa cuenta con paneles solares de inyección directa que generan 1.5 Kw horac alentamiento de agua ? por energía solar, 4 aires acondicionados tecnología inverter y abanico de techos en todos lo...",https://www.quierocasa.com/anuncio/qc3150/0/preciosa-casa-en-villa-fontana.htm,https://www.quierocasa.com/gallery/qc3150/350/qc3150-49.jpg,12.1033874,-86.2671277,administrative
qc6842,Venta de Local en Las Colinas,Local Comercial,Las Colinas,Managua,Managua,,1,2,149.00,Mt²,,,327800.00,USD,"Excelente oportunidad de inversión en una de las zonas más exclusivas y de alta plusvalía de Managua. Este local ofrece amplitud, funcionalidad y una ubicación privilegiada, ideal para oficinas, c...",https://www.quierocasa.com/anuncio/qc6842/0/venta-de-local-en-las-colinas.htm,https://www.quierocasa.com/gallery/qc6842/350/qc6842-16.jpg,12.1964007,-86.3692092,village
qc7123,Local Comercial en Venta en Santo Domingo,Local Comercial,Santo Domingo,Managua,Managua,,1,40,52.00,Mt²,,,130000.00,USD,"¡Gran oportunidad de inversión en una de las zonas de mayor crecimiento y plusvalía de Managua! Invierte en un local comercial ubicado en Plaza El Ángel, Santo Domingo, un moderno centro comerc...",https://www.quierocasa.com/anuncio/qc7123/0/local-comercial-en-venta-en-santo-domingo.htm,https://www.quierocasa.com/gallery/qc7123/350/qc7123-2.jpg,12.1516383,-86.2663177,administrative
qc6133,Hermosa residencia en venta en Carretera Masaya,Casa,Carretera a Masaya,Managua,Managua,3,2.5,2,,,,,160000.00,USD,"Descubre esta hermosa casa ubicada en un condominio seguro y silencioso, ideal para disfrutar de la tranquilidad y seguridad que tu familia merece. En la planta baja, cuenta con una lavandería bajo t...",https://www.quierocasa.com/anuncio/qc6133/0/hermosa-residencia-en-venta-en-carretera-masaya.htm,https://www.quierocasa.com/gallery/qc6133/350/qc6133-1.jpg,12.0777949,-86.2231504,trunk
qc7119,Preciosa Residencia en Venta en Santo Domingo,Casa,Santo Domingo,Managua,Managua,3,2.5,2,,,,,420000.00,USD,"Te presentamos esta impresionante residencia, un verdadero santuario de modernidad y elegancia. Diseñada meticulosamente para quienes buscan no solo una casa, sino una experiencia de vida superior. E...",https://www.quierocasa.com/anuncio/qc7119/0/preciosa-residencia-en-venta-en-santo-domingo.htm,https://www.quierocasa.com/gallery/qc7119/350/qc7119-16.jpg,12.1516383,-86.2663177,administrative
qc7118,Local Comercial en Venta en Mercado Oriental,Local Comercial,Mercado Oriental,Managua,Managua,,1,2,300.00,Mt²,,,180000.00,USD,¡Excelente oportunidad de inversión en una de las zonas comerciales más dinámicas y concurridas de Managua! Este local comercial en venta en Mercado Oriental cuenta con 300 mts² de construcci...,https://www.quierocasa.com/anuncio/qc7118/0/local-comercial-en-venta-en-mercado-oriental.htm,https://www.quierocasa.com/gallery/qc7118/350/qc7118-1.jpg,12.1485742,-86.2601307,commercial
qc7107,Apartamento en Venta en Las Colinas,Apartamento,Las Colinas,Managua,Managua,2,2,2,,,,,265000.00,USD,"Descubre la comodidad y tranquilidad que siempre has buscado en este hermoso apartamento ubicado en una de las zonas más exclusivas y seguras de Las Colinas. Diseñado para brindar confort, funcional...",https://www.quierocasa.com/anuncio/qc7107/0/apartamento-en-venta-en-las-colinas.htm,https://www.quierocasa.com/gallery/qc7107/350/qc7107-10.jpg,12.1964007,-86.3692092,village
qc5726,Preciosa casa nueva en venta en Santo Domingo,Casa,Santo Domingo,Managua,Managua,3,3.5,2,260.00,Mt²,824.00,Vrs²,450000.00,USD,Quieres vivir con grandes comodidades para tu descanso y desempeño profesional sin necesidad de salir de casa? Experimenta la perfecta fusión de la vida moderna y la belleza natural en esta precios...,https://www.quierocasa.com/anuncio/qc5726/0/preciosa-casa-nueva-en-venta-en-santo-domingo.htm,https://www.quierocasa.com/gallery/qc5726/350/qc5726-35.jpg,12.1516383,-86.2663177,administrative
qc7106,Casa en Venta en Gran Pacífica Resort,Casa,GRAN PACIFICA BEACH RESORT,San Rafael del Sur,Managua,3,3,2,120.00,Mt²,859.64,Vrs²,279000.00,USD,"Disfruta de vivir en un exclusivo ambiente de playa, tranquilidad y confort en esta hermosa casa ubicada en Gran Pacífica Resort, ideal para quienes desean una propiedad para descanso, inversión o r...",https://www.quierocasa.com/anuncio/qc7106/0/casa-en-venta-en-gran-pacifica-resort.htm,https://www.quierocasa.com/gallery/qc7106/350/qc7106-1.jpg,11.8719408,-86.4614726,bus_stop
qc7105,Preciosa Casa en Venta en Carretera a Masaya,Casa,Carretera a Masaya,Managua,Managua,3,4.5,4,,,,,495000.00,USD,"Descubre esta hermosa y amplia casa de dos plantas, ubicada en una de las zonas más exclusivas y accesibles de Carretera a Masaya, ideal para familias que buscan comodidad, seguridad y espacios bien ...",https://www.quierocasa.com/anuncio/qc7105/0/preciosa-casa-en-venta-en-carretera-a-masaya.htm,https://www.quierocasa.com/gallery/qc7105/350/qc7105-1.jpg,12.0777949,-86.2231504,trunk
qc7104,Casa en Venta en Montoya,Casa,Montoya,Managua,Managua,4,3,2,334.48,Mt²,455.13,Vrs²,140000.00,USD,"Amplia y cómoda propiedad ubicada en una zona accesible y estratégica de Montoya, ideal para familias que buscan espacios funcionales, comodidad y excelente distribución para disfrutar cada ambient...",https://www.quierocasa.com/anuncio/qc7104/0/casa-en-venta-en-montoya.htm,https://www.quierocasa.com/gallery/qc7104/350/qc7104-2.jpg,12.1479743,-86.2876242,bus_stop
qc7103,"Finca en Venta en Comarca Las Delicias, San Francisco Libre",Finca,Managua,Managua,Managua,,1,5,,,99.20,Mz,753920.00,USD,"Excelente oportunidad de inversión agrícola y productiva. Esta impresionante finca de 99.2 manzanas está ubicada en una zona estratégica de fácil acceso, ideal para producción agrícola, desarro...",https://www.quierocasa.com/anuncio/qc7103/0/finca-en-venta-en-comarca-las-delicias-san-francisco-libre.htm,https://www.quierocasa.com/gallery/qc7103/350/qc7103-1.jpg,12.1547116,-86.2737250,administrative
qc7100,Casa en Venta en Villa Fontana Sur,Casa,Villa Fontana Sur,Managua,Managua,4,4,2,220.00,Mt²,"1,128.00",Vrs²,295000.00,USD,"Hermosa y amplia casa de dos plantas ubicada en una de las zonas más exclusivas, seguras y de fácil acceso de la ciudad. Esta propiedad combina comodidad, elegancia y espacios funcionales, ideal par...",https://www.quierocasa.com/anuncio/qc7100/0/casa-en-venta-en-villa-fontana-sur.htm,https://www.quierocasa.com/gallery/qc7100/350/qc7100-1.jpg,12.1033874,-86.2671277,administrative
qc7097,Casa en Venta en Carretera a Masaya,Casa,Carretera a Masaya,Managua,Managua,4,3.5,6,345.00,Mt²,"5,000.00",Vrs²,346000.00,USD,Amplia y cómoda propiedad ubicada en una de las zonas de mayor crecimiento y plusvalía de la ciudad. Esta hermosa casa en Carretera a Masaya ofrece espacios funcionales y un ambiente ideal para fami...,https://www.quierocasa.com/anuncio/qc7097/0/casa-en-venta-en-carretera-a-masaya.htm,https://www.quierocasa.com/gallery/qc7097/350/qc7097-1.jpg,12.0777949,-86.2231504,trunk
qc7094,Casa en Venta en Carretera a Masaya,Casa,Carretera a Masaya,Managua,Managua,3,3,2,,,,,199000.00,USD,"Hermosa propiedad ubicada en una de las zonas de mayor crecimiento y plusvalía de la ciudad. Esta casa en Carretera a Masaya ofrece comodidad, funcionalidad y un ambiente ideal para disfrutar en fami...",https://www.quierocasa.com/anuncio/qc7094/0/casa-en-venta-en-carretera-a-masaya.htm,https://www.quierocasa.com/gallery/qc7094/350/qc7094-1.jpg,12.0777949,-86.2231504,trunk
qc6992,Complejo de 5 Apartamentos en Ventaen Carretera a Masaya,Apartamento,Carretera a Masaya,Managua,Managua,2,2,2,533.00,Mt²,"2,738.00",Vrs²,600000.00,USD,"Se vende complejo de 5 apartamentos ubicado en Carretera a Masaya, una zona de alta demanda residencial, segura y de fácil acceso, ideal para inversionistas que buscan generar ingresos por renta o de...",https://www.quierocasa.com/anuncio/qc6992/0/complejo-de-5-apartamentos-en-ventaen-carretera-a-masaya.htm,https://www.quierocasa.com/gallery/qc6992/350/qc6992-1.jpg,12.0777949,-86.2231504,trunk
qc7089,Terreno en Venta en Carretera a Masaya,Terreno,Carretera a Masaya,Managua,Managua,,,,,,7.72,Mz,926220.00,USD,"Excelente oportunidad de inversión en una de las zonas con mayor crecimiento y desarrollo del país. Este amplio terreno ubicado sobre la Carretera a Masaya ofrece una ubicación estratégica, ideal ...",https://www.quierocasa.com/anuncio/qc7089/0/terreno-en-venta-en-carretera-a-masaya.htm,https://www.quierocasa.com/gallery/qc7089/350/qc7089-1.jpg,12.0777949,-86.2231504,trunk
qc7087,Casa en Venta en Santo Domingo,Casa,Santo Domingo,Managua,Managua,4,3.5,2,216.00,Mt²,540.00,Vrs²,195000.00,USD,"Descubre esta hermosa propiedad ubicada en Santo Domingo, una de las zonas más exclusivas, seguras y de mayor plusvalía de la ciudad. Ideal para familias que buscan comodidad, amplitud y tranquilida...",https://www.quierocasa.com/anuncio/qc7087/0/casa-en-venta-en-santo-domingo.htm,https://www.quierocasa.com/gallery/qc7087/350/qc7087-1.jpg,12.1516383,-86.2663177,administrative
qc7086,Amplio Terreno en Venta en Carretera Tipitapa - Masaya,Terreno,Managua,Managua,Managua,,,,,,9.00,Mz,900000.00,USD,Excelente oportunidad de inversión en una zona estratégica y de gran potencial de desarrollo. Este amplio terreno ubicado sobre la Carretera Tipitapa - Masaya ofrece una ubicación privilegiada con ...,https://www.quierocasa.com/anuncio/qc7086/0/amplio-terreno-en-venta-en-carretera-tipitapa---masaya.htm,https://www.quierocasa.com/gallery/qc7086/350/qc7086-1.jpg,12.1547116,-86.2737250,administrative
qc7083,Venta de Local en Zona del Mercado Oriental,Local Comercial,Mercado Oriental,Managua,Managua,,1,2,11.41,Mt²,,,20000.00,USD,Excelente oportunidad de inversión en una de las zonas comerciales más dinámicas y concurridas de la ciudad. Este local ubicado en el área de Mercado Oriental es ideal para emprendedores o comerci...,https://www.quierocasa.com/anuncio/qc7083/0/venta-de-local-en-zona-del-mercado-oriental.htm,https://www.quierocasa.com/gallery/qc7083/350/qc7083-3.jpg,12.1485742,-86.2601307,commercial
