codigo,titulo,tipo,zona,departamento,municipio,hab,banos,parqueos,m2_constr,unidad_m2,terreno,unidad_terreno,precio,moneda,descripcion,url,imagen,lat,lng,geo_tipo
qc5955,Única Oportunidad de Inversión,Terreno,Carretera a Masaya,Managua,Managua,,,,,,"30,000.00",Vrs²,450000.00,USD,Única oportunidad de inversión en terreno exclusivo; Ubicado sobre calle adoquinada. Cuenta con una topografía perfecta para desarrollo de proyectos. Acceso a servicios públicos (agua y energía e...,https://www.quierocasa.com/anuncio/qc5955/0/unica-oportunidad-de-inversion.htm,https://www.quierocasa.com/gallery/qc5955/350/qc5955-1.jpg,12.0777949,-86.2231504,trunk
qc5993,Construye Tu Sueño,Terreno,Santo Domingo,Managua,Managua,,,,,,"1,322.58",Vrs²,89000.00,USD,"Precioso terreno en venta. ¡Ideal para construir tu sueño! ofreciéndote las medidas perfectas para proyectos habitacionales. Ubicado en reparto con seguridad 24/7 con control de acceso, calle de ac...",https://www.quierocasa.com/anuncio/qc5993/0/construye-tu-sueno.htm,https://www.quierocasa.com/gallery/qc5993/350/qc5993-2.jpg,12.1516383,-86.2663177,administrative
qc6028,Disponibles 4 preciosas casas Las Colinas,Casa,Las Colinas,Managua,Managua,3,3.5,2,340.00,Mt²,484.00,Vrs²,720000.00,USD,"Visión estratégica en Las Colinas, descubre la oportunidad de estar dentro de este enclave estratégico conformado de 4 casas, en residencial exclusivo y seguro, enfocado en inversiones que buscan e...",https://www.quierocasa.com/anuncio/qc6028/0/disponibles-4-preciosas-casas-las-colinas.htm,https://www.quierocasa.com/gallery/qc6028/350/qc6028-14.jpg,12.1964007,-86.3692092,village
qc6027,En venta 2 preciosas casas en Las Colinas,Casa,Las Colinas,Managua,Managua,3,3.5,2,340.00,Mt²,484.00,Vrs²,360000.00,USD,"Preciosas casas en venta en Las Colinas mejor zona de managua, en condominio privado con finos acabados y buena iluminación, impecable, moderna, amplios ambientes y exclusiva zona cerrada. de fácil ...",https://www.quierocasa.com/anuncio/qc6027/0/en-venta-2-preciosas-casas-en-las-colinas.htm,https://www.quierocasa.com/gallery/qc6027/350/qc6027-4.jpg,12.1964007,-86.3692092,village
qc6041,Hermosa residencia en venta en Carretera Masaya,Casa,Carretera a Masaya,Managua,Managua,4,4,2,,,,,380000.00,USD,"Esta preciosa casa de dos plantas cuenta con un generoso espacio para actividades al aire libre, jardinería o posibles ampliaciones que se adaptan a tu vida personal. Su amplia piscina en medio de un...",https://www.quierocasa.com/anuncio/qc6041/0/hermosa-residencia-en-venta-en-carretera-masaya.htm,https://www.quierocasa.com/gallery/qc6041/350/qc6041-1.jpg,12.0777949,-86.2231504,trunk
qc3652,¡Tu Nuevo Hogar en Carretera a Masaya!,Casa,Carretera a Masaya,Managua,Managua,5,4,4,350.00,Mt²,"3,000.00",Vrs²,275000.00,USD,"Preciosa casa en venta en carretera Masaya, ubicada en ambiente seguro, exclusivo y ecologico, espectacular vista, centrica, privada y de facil acceso. A pocos minutos de centro de compras, escuelas y...",https://www.quierocasa.com/anuncio/qc3652/0/tu-nuevo-hogar-en-carretera-a-masaya.htm,https://www.quierocasa.com/gallery/qc3652/350/qc3652-36.jpg,12.0777949,-86.2231504,trunk
qc6030,Preciosa casa en venta en Veracruz,Casa,Veracruz,Managua,Managua,4,2.5,15,,,"3,178.84",Vrs²,295800.00,USD,"Preciosa casa en venta en Veracruz, zona fresca , accesible al movimiento cotidiano, el extenso jardín complementa perfectamente el estilo de vida al aire libre proporcionando un espacio sereno y aco...",https://www.quierocasa.com/anuncio/qc6030/0/preciosa-casa-en-venta-en-veracruz.htm,https://www.quierocasa.com/gallery/qc6030/350/qc6030-4.jpg,11.9869063,-86.3991679,administrative
qc5879,Preciosa residencia disponibe para venta,Casa,Santo Domingo,Managua,Managua,3,3.5,4,260.00,Mt²,870.00,Vrs²,290000.00,USD,"Preciosa residencia en venta en Santo Domingo, estratégicamente bien ubicada, garantizando no solo un lugar seguro sino también una inversión segura. Esta encantadora residencia te ofrece un diseñ...",https://www.quierocasa.com/anuncio/qc5879/0/preciosa-residencia-disponibe-para-venta.htm,https://www.quierocasa.com/gallery/qc5879/350/qc5879-5.jpg,12.1516383,-86.2663177,administrative
qc4184,Invierte en tu futuro: Propiedad en venta en Santo Domingo,Casa,Santo Domingo,Managua,Managua,4,4,10,459.00,Mt²,"2,257.00",Vrs²,535000.00,USD,"Preciosa y moderna propiedad en venta en altos de santo Domingo, ubicada en zona privilegiada, centrica segura y de fácil acceso, cerca de centro de compras, supermercados, escuelas, hospitales, est...",https://www.quierocasa.com/anuncio/qc4184/0/invierte-en-tu-futuro-propiedad-en-venta-en-santo-domingo.htm,https://www.quierocasa.com/gallery/qc4184/350/qc4184-47.jpg,12.1516383,-86.2663177,administrative
qc6019,Precioso terreno en venta en Veracruz,Terreno,Veracruz,Managua,Managua,,,,,,"2,025.84",Vrs²,55900.00,USD,"Este precioso terreno es ideal para construir la casa de tus sueños, disfruta de un entorno inmejorable y vive todo el año en esta buena zona o utiliza esta propiedad como segunda residencia. No pie...",https://www.quierocasa.com/anuncio/qc6019/0/precioso-terreno-en-venta-en-veracruz.htm,https://www.quierocasa.com/gallery/qc6019/350/qc6019-1.jpg,11.9869063,-86.3991679,administrative
qc6014,Preciosa casa en venta en Santo Domingo,Casa,Santo Domingo,Managua,Managua,3,2.5,2,252.99,Mt²,724.98,Vrs²,230000.00,USD,"Oportunidad única de adquirir hermosa residencia en venta en La estancia de Santo Domingo, te ofrece un espacio excepcional para aquellos que buscan el equilibrio perfecto entre el lujo y la comodida...",https://www.quierocasa.com/anuncio/qc6014/0/preciosa-casa-en-venta-en-santo-domingo.htm,https://www.quierocasa.com/gallery/qc6014/350/qc6014-19.jpg,12.1516383,-86.2663177,administrative
qc4984,Precioso apartamento de lujo en Santo Domingo,Apartamento,Santo Domingo,Managua,Managua,2,1.5,2,75.00,Mt²,,,170000.00,USD,"Precioso apartamento disponible para venta en Santo Domingo, ubicado en condominio centrico, seguro y de facil acceso cerca de centro de compras, supermercados, tiendas, escuelas y hospitales. 2 ...",https://www.quierocasa.com/anuncio/qc4984/0/precioso-apartamento-de-lujo-en-santo-domingo.htm,https://www.quierocasa.com/gallery/qc4984/350/qc4984-22.jpg,12.1516383,-86.2663177,administrative
qc5189,Local comercial de 195 mts2 en venta,Local Comercial,Las Colinas,Managua,Managua,,,2,195.00,Mt²,,,409500.00,USD,"Local comercial disponible para venta en Plaza en pre construcción en las Colinas, ubicado en zona segura y de fácil acceso, cerca de estaciones de servicio, hospitales, restaurantes y bancos. Cu...",https://www.quierocasa.com/anuncio/qc5189/0/local-comercial-de-195-mts2-en-venta.htm,https://www.quierocasa.com/gallery/qc5189/350/qc5189-7.jpg,12.1964007,-86.3692092,village
qc5959,Local comercial de 135 mts2 en venta,Local Comercial,Las Colinas,Managua,Managua,,1,2,135.00,Mt²,,,283500.00,USD,"Local comercial disponible para venta en Plaza en pre construcción en las Colinas, ubicado en zona segura y de fácil acceso, cerca de estaciones de servicio, hospitales, restaurantes y bancos. Cu...",https://www.quierocasa.com/anuncio/qc5959/0/local-comercial-de-135-mts2-en-venta.htm,https://www.quierocasa.com/gallery/qc5959/350/qc5959-3.jpg,12.1964007,-86.3692092,village
qc5958,Local comercial de 161 mts2 en venta,Local Comercial,Las Colinas,Managua,Managua,,1,2,161.00,Mt²,,,338100.00,USD,"Local comercial disponible para venta en Plaza en pre construcción en las Colinas, ubicado en zona segura y de fácil acceso, cerca de estaciones de servicio, hospitales, restaurantes y bancos. Cu...",https://www.quierocasa.com/anuncio/qc5958/0/local-comercial-de-161-mts2-en-venta.htm,https://www.quierocasa.com/gallery/qc5958/350/qc5958-2.jpg,12.1964007,-86.3692092,village
qc6011,Preciosa casa en venta en Puntaldia,Casa,Residencial Puntaldia,Managua,Managua,3,2.5,4,,,,,219000.00,USD,"Tu nuevo hogar te espera en Residencial Puntaldia. Esta impresionante residencia se destaca desde su ubicación lo que permite un mejor aprovechamiento de sus espacios, es por ello su inmejorable dist...",https://www.quierocasa.com/anuncio/qc6011/0/preciosa-casa-en-venta-en-puntaldia.htm,https://www.quierocasa.com/gallery/qc6011/350/qc6011-10.jpg,12.1064354,-86.2561156,administrative
qc4000,Hermoso local comercial en venta en calle Xolotlan,Local Comercial,Managua,Managua,Managua,,2,2,211.00,Mt²,253.23,Vrs²,90000.00,USD,"Amplio y espacioso local en venta ideal para todo tipo de negocio, en pista principal, ubicado en zona de centrica y de alto trafico vehicular, de fácil acceso, cerca de supermercdos, tiendas, banco...",https://www.quierocasa.com/anuncio/qc4000/0/hermoso-local-comercial-en-venta-en-calle-xolotlan.htm,https://www.quierocasa.com/gallery/qc4000/350/qc4000-17.jpg,12.1547116,-86.2737250,administrative
qc6004,Bonita casa en venta en Managua,Casa,Barrio Rene Cisnero,Managua,Managua,3,1,1,99.39,Mt²,185.85,Vrs²,70000.00,USD,"Bonita casa disponible para venta en Barrio Rene Cisneros, ubicada en zona segura y tranquila de fácil acceso, cerca de centro de compras, gasolineras y escuelas. La casa cuenta con bodega.",https://www.quierocasa.com/anuncio/qc6004/0/bonita-casa-en-venta-en-managua.htm,https://www.quierocasa.com/gallery/qc6004/350/qc6004-11.jpg,12.1547116,-86.2737250,administrative
qc5995,Preciosa casa en venta en Los Robles,Casa,Los Robles,Managua,Managua,4,4,12,387.00,Mt²,"1,494.78",Vrs²,380000.00,USD,"Experimenta la perfecta fusión de la vida tranquila y la belleza natural en esta preciosa residencia, su arquitectura y acabados de madera se adaptan perfectamente a su entorno, el lugar perfecto par...",https://www.quierocasa.com/anuncio/qc5995/0/preciosa-casa-en-venta-en-los-robles.htm,https://www.quierocasa.com/gallery/qc5995/350/qc5995-8.jpg,12.1212007,-86.2653351,administrative
qc5985,Amplio local comercial en venta,Local Comercial,Mercado Oriental,Managua,Managua,,2,2,300.00,Mt²,,,435000.00,USD,Aprovecha la oportunidad de invertir en esta excepcional propiedad ubicada en el mercado oriental. Este Local ofrece un notable potencial para inversores ofreciendo espacio personalizable incluyendo 3...,https://www.quierocasa.com/anuncio/qc5985/0/amplio-local-comercial-en-venta.htm,https://www.quierocasa.com/gallery/qc5985/350/qc5985-4.jpg,12.1485742,-86.2601307,commercial
qc3430,Se vende lote en Gran pacifica,Terreno,San Rafael del Sur,Managua,,,,,,,924.77,Vrs²,33000.00,USD,"hermoso terreno disponible para venta en Gran Pacifica Resort, junto a campo de golf y a 300 mts de la playa. ¡Crea tu retiro costero en la libertad! Este precioso terreno te brinda un oasis de tranq...",https://www.quierocasa.com/anuncio/qc3430/0/se-vende-lote-en-gran-pacifica.htm,https://www.quierocasa.com/gallery/qc3430/350/qc3430-1.jpg,11.7637351,-86.5943729,administrative
qc4704,Descubre el paraíso: Casa en venta en Santo Domingo,Casa,Santo Domingo,Managua,Managua,3,3.5,2,335.00,Mt²,"1,063.00",Vrs²,445000.00,USD,"Preciosa y moderna casa en venta, ubicada en santo Domingo, ideal para los amantes de la privacidad, rodeado de la naturaleza y áreas verdes, en un ambiente acogedor, agradable, intimo, seguro y lujo...",https://www.quierocasa.com/anuncio/qc4704/0/descubre-el-paraiso-casa-en-venta-en-santo-domingo.htm,https://www.quierocasa.com/gallery/qc4704/350/qc4704-1.jpg,12.1516383,-86.2663177,administrative
qc5961,Preciosa casa en venta en Santo Domingo,Casa,Santo Domingo,Managua,Managua,4,3.5,2,314.00,Mt²,981.00,Vrs²,350000.00,USD,"Encantadora casa en zona residencial donde se encuentran varios comercios y cerca de cafés y tiendas de la zona. El arquitecto que construyo esta acogedora casa optimizo muy bien todos los espacios, ...",https://www.quierocasa.com/anuncio/qc5961/0/preciosa-casa-en-venta-en-santo-domingo.htm,https://www.quierocasa.com/gallery/qc5961/350/qc5961-16.jpg,12.1516383,-86.2663177,administrative
qc5190,Local comercial de 500 mts2 en venta,Local Comercial,Las Colinas,Managua,Managua,,,2,500.00,Mt²,,,1100000.00,USD,"Local comercial disponible para venta en Plaza en pre construcción en las Colinas, ubicado en zona segura y de fácil acceso, cerca de estaciones de servicio, hospitales, restaurantes y bancos. Cu...",https://www.quierocasa.com/anuncio/qc5190/0/local-comercial--de-500-mts2-en-venta.htm,https://www.quierocasa.com/gallery/qc5190/350/qc5190-6.jpg,12.1964007,-86.3692092,village
qc4245,Preciosa casa en venta en Intermezo del Bosque,Casa,Villa Fontana,Managua,Managua,4,4,2,336.00,Mt²,"1,318.00",Vrs²,375000.00,USD,"Preciosa casa estilo colonial en venta en Intermezo del Bosque. ubicada en zona exclusiva, céntrica y segura, de fácil acceso, cerca de centro de compras, escuelas, hospitales, gasolineras, restaura...",https://www.quierocasa.com/anuncio/qc4245/0/preciosa-casa-en-venta-en-intermezo-del-bosque.htm,https://www.quierocasa.com/gallery/qc4245/350/qc4245-24.jpg,12.1033874,-86.2671277,administrative
qc5749,Preciosa residencia en venta,Casa,Carretera a Masaya,Managua,Managua,3,2.5,2,154.89,Mt²,179.24,Mt²,180000.00,USD,"Experimenta la comodidad en esta preciosa residencia disponible en renta, cuenta con modernas habitaciones, piscina comunal, bonitas áreas verdes y ubicación privilegiada dentro de condominio; ¡Ide...",https://www.quierocasa.com/anuncio/qc5749/0/preciosa-residencia-en-venta.htm,https://www.quierocasa.com/gallery/qc5749/350/qc5749-6.jpg,12.0777949,-86.2231504,trunk
qc4886,Preciosa casa en venta en EL Cortijo,Casa,Carretera a Masaya,Managua,Managua,4,2.5,2,217.48,Mt²,233.31,Mt²,210000.00,USD,"Preciosa residencia en venta en El Cortijo de La Sierra. Ubicada en condominio exclusivo, seguro y silencioso. de fácil acceso, a pocos minutos de comercios, restaurantes, hospitales, escuelas, estac...",https://www.quierocasa.com/anuncio/qc4886/0/preciosa-casa-en-venta-en-el-cortijo.htm,https://www.quierocasa.com/gallery/qc4886/350/qc4886-1.jpg,12.0777949,-86.2231504,trunk
qc5944,Preciosa residencia en venta en Carretera Sur,Casa,Carretera Sur,Managua,Managua,4,4.5,4,,,,,310000.00,USD,"Esta joya arquitectónica te espera con los brazos abiertos para brindarte el máximo confort y seguridad. Esta casa no solo es un lugar acogedor para vivir, sino el espacio donde tus sueños toman fo...",https://www.quierocasa.com/anuncio/qc5944/0/preciosa-residencia-en-venta-en-carretera-sur.htm,https://www.quierocasa.com/gallery/qc5944/350/qc5944-1.jpg,12.1412787,-86.2953782,trunk
qc5942,Hermosa casa en venta en Valle Sandino,Casa,Carretera Nueva a León,Managua,Managua,2,1,1,,,,,55000.00,USD,"Hermosa y cómoda casa amueblada disponible para venta, ubicada en zona segura y tranquila de fácil acceso, a pocos minutos de centro de compras, escuelas, farmacias y estaciones de servicio. Cuen...",https://www.quierocasa.com/anuncio/qc5942/0/hermosa-casa-en-venta-en-valle-sandino.htm,https://www.quierocasa.com/gallery/qc5942/350/qc5942-1.jpg,12.1300698,-86.3114357,trunk
qc5686,Perfecto para desarrollos comerciales e industriales.,Terreno,Sabana grande,Managua,Managua,,,,,,"70,000.00",Vrs²,2240000.00,USD,"Venta de terreno de 7 manzanas, perfecto para desarrollar grandes proyectos! Este terreno representa una oportunidad única para inversionistas visionarios con ubicación estratégica y gran potencial...",https://www.quierocasa.com/anuncio/qc5686/0/perfecto-para-desarrollos-comerciales-e-industriales.htm,https://www.quierocasa.com/gallery/qc5686/350/qc5686-3.jpg,11.9099179,-86.5930635,farm
qc5067,Local comercial en venta,Local Comercial,Monseñor Lezcano,Managua,Managua,,,2,111.69,Mt²,224.00,Vrs²,60000.00,USD,"Este local comercial es una excelente oportunidad de inversión. Cuenta con una excelente ubicación, sobre la pista principal de monseñor Lezcano. Ideal para cualquier tipo de comercio. Dentro de su...",https://www.quierocasa.com/anuncio/qc5067/0/local-comercial-en-venta.htm,https://www.quierocasa.com/gallery/qc5067/350/qc5067-5.jpg,12.1497547,-86.2987362,administrative
qc5938,Hermosa casa disponible en venta,Casa,Carretera Sur,Managua,Managua,7,5,2,560.92,Mt²,"2,972.66",Vrs²,700000.00,USD,"Descubre en esta hermosa casa disponible en venta el lugar perfecto para vivir. Cuenta con amplias habitaciones, luminosos espacios, amplia cocina, clima agradable y precioso jardín. Esta ubicada en ...",https://www.quierocasa.com/anuncio/qc5938/0/hermosa-casa-disponible-en-venta.htm,https://www.quierocasa.com/gallery/qc5938/350/qc5938-19.jpg,12.1412787,-86.2953782,trunk
qc5940,Hermosa casa en venta en Las Colinas,Casa,Las Colinas,Managua,Managua,4,4.5,3,,,,,380000.00,USD,"Preciosa y amplia casa con piscina en Las Colinas, ubicada en zona exclusiva, céntrica y segura, de fácil acceso, cerca de colegios, universidades, centros comerciales, tiendas, farmacias, entre otr...",https://www.quierocasa.com/anuncio/qc5940/0/hermosa-casa-en-venta-en-las-colinas.htm,https://www.quierocasa.com/gallery/qc5940/350/qc5940-9.jpg,12.1964007,-86.3692092,village
qc5843,Oprtunidad de inversion,Terreno,Tipitapa,Tipitapa,Managua,,,,,,9.70,Mz,315250.00,USD,"Este Hermosos terreno representa una oportunidad única para inversionistas visionarios con ubicación estratégica y gran potencial, perfecto para Lotificacion, Agricultura, ganadería Zonas francas ...",https://www.quierocasa.com/anuncio/qc5843/0/oprtunidad-de-inversion.htm,https://www.quierocasa.com/gallery/qc5843/350/qc5843-1.jpg,12.1962432,-86.0963720,administrative
qc5550,Un escape a la tranquilidad: Terreno en venta,Terreno,Carretera a Masaya,Managua,Managua,,,2,,,637.00,Vrs²,55000.00,USD,"Precioso terreno disponible para venta en carretera masaya, ubicado en zona exclusiva y segura, de fácil acceso a pocos minutos de centro de compras, escuelas, restaurantes y bancos. Cuenta con mu...",https://www.quierocasa.com/anuncio/qc5550/0/un-escape-a-la-tranquilidad-terreno-en-venta.htm,https://www.quierocasa.com/gallery/qc5550/350/qc5550-2.jpg,12.0777949,-86.2231504,trunk
qc5552,Precioso terreno en venta en Tipitapa,Terreno,Tipitapa,Managua,Managua,,,,,,10.00,Mz,500000.00,USD,"Tu sueño echo realidad! Hermoso terreno en Tipitapa, de 10 manzanas crea la casa perfecta con medidas ideales para ti y tu familia. ubicación segura y tranquila, a pocos minutos de supermercados, es...",https://www.quierocasa.com/anuncio/qc5552/0/precioso-terreno-en-venta-en-tipitapa.htm,https://www.quierocasa.com/gallery/qc5552/350/qc5552-1.jpg,12.3633024,-86.0253010,administrative
qc5922,Preciosa residencia en venta,Casa,Santo Domingo,Managua,Managua,3,3.5,2,,,,,330000.00,USD,"Disfruta de un amplio espacio para tu familia, con habitaciones luminosas y cómodas, donde cada miembro encontrara su rincón de paz. Ubicación estratégica y céntrica, accesible al movimiento coti...",https://www.quierocasa.com/anuncio/qc5922/0/preciosa-residencia-en-venta.htm,https://www.quierocasa.com/gallery/qc5922/350/qc5922-9.jpg,12.1516383,-86.2663177,administrative
qc5081,Crea tu propio paraíso: Terreno en venta,Terreno,Villa Fontana,Managua,Managua,,,,,,670.00,Vrs²,60000.00,USD,"Precioso terreno disponible para venta en Villa Fontana, ubicado dentro de residencial con seguridad las 24 horas y piscina comunal, de fácil acceso cerca de centro de compras, escuelas, hospitales y...",https://www.quierocasa.com/anuncio/qc5081/0/crea-tu-propio-paraiso-terreno-en-venta.htm,https://www.quierocasa.com/gallery/qc5081/350/qc5081-1.jpg,12.1033874,-86.2671277,administrative
qc5769,"Ideal para Plaza Comercial, Oficina, showroom",Terreno,Los Robles,Managua,Managua,,,,,,"1,420.00",Vrs²,399000.00,USD,"Espectacular terreno ubicado en la zona más céntrica de managua, con acceso a dos calles principales a tan solo 3 minutos de metrocentro y de centro financiero BAC. Cuenta con 1,420 Varas2, donde pu...",https://www.quierocasa.com/anuncio/qc5769/0/ideal-para-plaza-comercial-oficina-showroom.htm,https://www.quierocasa.com/gallery/qc5769/350/qc5769-10.jpg,12.1212007,-86.2653351,administrative
qc5886,Ideal para construir tus sueños,Terreno,Villa Fontana Sur,Managua,Managua,,,,,,"2,000.00",Vrs²,120000.00,USD,"Precioso terreno de 2000 Vrs2 con excelente ambiente, zona fresca, servicio de agua y luz, calles de todo tiempo. Cerca de centros comerciales, restaurantes, colegios, bancos, estaciones de servicio, ...",https://www.quierocasa.com/anuncio/qc5886/0/ideal-para-construir-tus-suenos.htm,https://www.quierocasa.com/gallery/qc5886/350/qc5886-3.jpg,12.1033874,-86.2671277,administrative
qc4964,Perfecta para desarrollo de proyectos habitacionales,Terreno,Esquipulas,Managua,Managua,,,,,,"20,000.00",Vrs²,480000.00,USD,"Este amplio terreno se encuentra disponible para desarrollar proyectos residenciales. Se ubica en una zona agradable, segura y con fácil acceso. A pocos minutos de varias plazas comerciales, centros ...",https://www.quierocasa.com/anuncio/qc4964/0/perfecta-para-desarrollo-de-proyectos-habitacionales.htm,https://www.quierocasa.com/gallery/qc4964/350/qc4964-1.jpg,12.0745878,-86.2158151,neighbourhood
qc5903,Bodega en venta en calle Xolotlan,Bodega,Managua,Managua,Managua,,2,2,211.00,Mt²,253.23,Vrs²,100000.00,USD,"Gran oportunidad de adquirir esta amplia bodega disponible en venta, ideal para todo tipo de negocio, en pista principal, ubicado en zona de céntrica y de alto trafico vehicular, de fácil acceso, ce...",https://www.quierocasa.com/anuncio/qc5903/0/bodega-en-venta-en-calle-xolotlan.htm,https://www.quierocasa.com/gallery/qc5903/350/qc5903-9.jpg,12.1547116,-86.2737250,administrative
qc5690,Amplia y hermosa casa en venta,Casa,Las Cumbres,Managua,Managua,3,2.5,2,230.00,Mt²,620.00,Vrs²,250000.00,USD,"Oportunidad única de adquirir hermosa residencia en Portal el Carmen, ofrece un espacio excepcional para aquellos que buscan el equilibrio perfecto entre la seguridad y comodidad! Cada rincón ha sid...",https://www.quierocasa.com/anuncio/qc5690/0/amplia-y-hermosa-casa-en-venta.htm,https://www.quierocasa.com/gallery/qc5690/350/qc5690-1.jpg,12.0993011,-86.2569419,administrative
qc1272,Venta de Terreno por la Pista Sub urbana,Terreno,Pista Sub Urbana,Managua,Managua,,,,,,"4,388.24",Vrs²,162365.00,USD,"Precioso terreno con excelente ubicación a tan solo 200 metros de la pista suburbana, cuenta con dos accesos, en el mismo se encuentra la construcción de una bodega y una terraza, ideal para restaur...",https://www.quierocasa.com/anuncio/qc1272/0/venta-de-terreno--por-la-pista-sub-urbana.htm,https://www.quierocasa.com/gallery/qc1272/350/qc1272-17.jpg,12.1092791,-86.2792096,tertiary
qc5865,Preciosa residencia en venta en Carretera Masaya,Casa,Carretera a Masaya,Managua,Managua,3,2,1,90.00,Mt²,375.00,Vrs²,125000.00,USD,"¡Te ofrecemos tu nuevo hogar! Ubicado en zona tranquila y segura, con abundante luz natural esta casa se destaca por su cuidado, elegante diseño y acabados espectaculares, a pocos minutos de comerci...",https://www.quierocasa.com/anuncio/qc5865/0/preciosa-residencia-en-venta-en-carretera-masaya.htm,https://www.quierocasa.com/gallery/qc5865/350/qc5865-1.jpg,12.0777949,-86.2231504,trunk
qc5856,Hermosa residencia en venta,Casa,Villa Fontana,Managua,Managua,5,4.5,2,350.00,Mt²,"1,800.00",Mt²,350000.00,USD,"Disfruta de esta hermosa y amplia residencia ¡Lista para mudarte!, dispone de cálidos espacios, apropiada iluminación, hermoso patio. Situada en zona segura, céntrica y de fácil acceso; a pocos m...",https://www.quierocasa.com/anuncio/qc5856/0/hermosa-residencia-en-venta.htm,https://www.quierocasa.com/gallery/qc5856/350/qc5856-9.jpg,12.1033874,-86.2671277,administrative
qc5711,Espectacular residencia en venta,Casa,Santo Domingo,Managua,Managua,3,3.5,4,405.00,Mt²,"1,065.00",Vrs²,450000.00,USD,"Si buscas tu casa soñada, Te presento esta espectacular residencia disponible en venta; brinda seguridad, comodidad y el confort que tu necesitas, amplias habitaciones, luminosos espacios, hermosa á...",https://www.quierocasa.com/anuncio/qc5711/0/espectacular-residencia-en-venta.htm,https://www.quierocasa.com/gallery/qc5711/350/qc5711-6.jpg,12.1516383,-86.2663177,administrative
qc4994,Excelente oportunidad de inversión,Terreno,Santo Domingo,Managua,Managua,,,,,,"1,749.16",Vrs²,110200.00,USD,"Hermoso terreno en venta en Santo Domingo, ubicado en zona exclusiva, céntrica y segura, de fácil acceso, cerca de centro de compras, supermercados, escuelas, hospitales y gasolineras.",https://www.quierocasa.com/anuncio/qc4994/0/excelente-oportunidad-de-inversion.htm,https://www.quierocasa.com/gallery/qc4994/350/qc4994-2.jpg,12.1516383,-86.2663177,administrative
qc5000,¡Descubre la belleza! Terreno en venta,Terreno,Santo Domingo,Managua,Managua,,,,,,"3,451.05",Vrs²,189807.00,USD,"Precioso terreno disponible para venta en Santo Domingo ubicado en una de las zonas mas exclusivas y con mayor plusvalia de Managua, ambiente fresco y areas verdes; de fácil acceso a las vías princ...",https://www.quierocasa.com/anuncio/qc5000/0/descubre-la-belleza-terreno-en-venta.htm,https://www.quierocasa.com/gallery/qc5000/350/qc5000-2.jpg,12.1516383,-86.2663177,administrative
qc5859,Preciosa residencia en venta en Carretera Sur,Casa,Carretera Sur,Managua,Managua,3,3.5,8,544.00,Mt²,"5,190.00",Vrs²,650000.00,USD,"Bienvenido a la elegancia y versatilidad en esta extraordinaria propiedad, los techos altos y detalles de madera confieren a esta casa un carácter único y acogedor. Refleja tu nuevo estilo de vida e...",https://www.quierocasa.com/anuncio/qc5859/0/preciosa-residencia-en-venta-en-carretera-sur.htm,https://www.quierocasa.com/gallery/qc5859/350/qc5859-3.jpg,12.1412787,-86.2953782,trunk
qc5858,Plaza comercial en venta en Villa Fontana,Local Comercial,Villa Fontana,Managua,Managua,,10,50,"1,258.00",Mt²,"17,360.00",Vrs²,2300000.00,USD,"Enfocado en inversiones que buscan estabilizar su capital de manera segura y simple, con un potencial inmenso en cubrir las necesidades de profesionales en busca de espacios y áreas comunes equipadas...",https://www.quierocasa.com/anuncio/qc5858/0/plaza-comercial-en-venta-en-villa-fontana.htm,https://www.quierocasa.com/gallery/qc5858/350/qc5858-1.jpg,12.1033874,-86.2671277,administrative
qc5830,Amplia Bodega en venta en San Judas,Bodega,San Judas,Managua,Managua,,,10,856.00,Mt²,,,727600.00,USD,"Excelente opción de adquirir esta amplia bodega de techo curvo disponible en venta, ¡Ideal para tu negocio! Ubicada en zona segura y de fácil acceso a pocos minutos de gasolineras y negocios.",https://www.quierocasa.com/anuncio/qc5830/0/amplia-bodega-en-venta-en-san-judas.htm,https://www.quierocasa.com/gallery/qc5830/350/qc5830-1.jpg,12.2188232,-86.0619691,administrative
qc5692,Ideal para construir tu hogar!,Terreno,Villa Fontana,Managua,Managua,,,,,,822.00,Vrs²,32880.00,USD,"Precioso terreno disponible para venta en Villa Fontana! ubicación estratégica, céntrica y segura, de fácil acceso a pocos minutos de supermercados, restaurantes, estaciones de servicio y bancos.",https://www.quierocasa.com/anuncio/qc5692/0/ideal-para-construir-tu-hogar.htm,https://www.quierocasa.com/gallery/qc5692/350/qc5692-4.jpg,12.1033874,-86.2671277,administrative
qc5752,Espectacular residencia en venta en carretera vieja a Leon,Casa,Carretera Vieja a Leon,Managua,Managua,4,4,8,555.00,Mt²,"2,000.00",Vrs²,328000.00,USD,"Preciosa residencia en venta, con amplios y hermosos jardines, ubicada en zona segura y fácil acceso. Cuenta con una acogedora iluminación y ventilación natural. Con amplios y armoniosos espacios q...",https://www.quierocasa.com/anuncio/qc5752/0/espectacular-residencia-en-venta-en-carretera-vieja-a-leon.htm,https://www.quierocasa.com/gallery/qc5752/350/qc5752-1.jpg,12.0731952,-86.4953759,trunk
