titulo,precio,tamano_lote,tipo_unidad_lote,source,localizacion,coordenadas,enlace,barrio_colonia,municipio_ciudad,departamento_provincia
"Managua, NIC, Managua, Managua, NIC",76487,1045.45,SQ_MT,kwnicaragua.com,Si,"12.078930071103978,-86.33033442829976",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2006507588719924,Comarca Jinotepe,Managua,Managua
"Managua, NIC",120000,1776,SQ_MT,kwnicaragua.com,Si,"12.107109907965047,-86.32278298919678",https://kwnicaragua.kw.com/property/2015369886262444,Comarca Nejapa,Managua,Managua
"Los Altos de Masaya, NIC, NIC-11A, Los Altos de Masaya, Masaya, NIC",251700,35239.9,SQ_MT,kwnicaragua.com,Si,"12.0467078,-86.10250289999999",https://kwnicaragua.kw.com/property/NIC11A-Los-Altos-de-Masaya-Masaya-NIC/1988791347983232,Los Altos de Masaya,Nindirí,Masaya
"MASAYA, NIC, #PIO XII, MASAYA, PIO XII, NIC",160000,14100,SQ_MT,kwnicaragua.com,Si,"11.894983147788206,-86.11962233837797",https://kwnicaragua.kw.com/property/PIO-XII-MASAYA-PIO-XII-NIC/1993712701898304,Barrio Pío XII,Barrio Pío XII,Masaya
"Leon, NIC, Carretera Nueva León, Leon, LN, NIC",37000,160.05,SQ_MT,kwnicaragua.com,Si,"12.398118058736594,-86.85008966789155",https://kwnicaragua.kw.com/property/Carretera-Nueva-Len-Leon-LN-NIC/1995884265099072,El Encanto,Casa Blanca,León
"Managua, NIC, #BELLO HORIZONTE , Managua, Managua, NIC",100000,172.39,SQ_MT,kwnicaragua.com,Si,"12.144591801514977,-86.23399120339718",https://kwnicaragua.kw.com/property/BELLO-HORIZONTE-Managua-Managua-NIC/2020319979300590,Bello Horizonte 2,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",100000,180,SQ_MT,kwnicaragua.com,Si,"12.149024819576033,-86.29556339884816",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2020327984759384,Monseñor Lezcano Este,Managua,Managua
"Managua, NIC",70000,3805.28,SQ_MT,kwnicaragua.com,Si,"12.091823,-86.35915539999999",https://kwnicaragua.kw.com/property/1851137098171328,Comarca Chiquilistagua,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",275000,765.01,SQ_MT,kwnicaragua.com,Si,"12.115403735466478,-86.26370305790671",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/1994065045957696,Planes de Altamira 3,Managua,Managua
"Nagarote, NIC, #Cerca de quesillos Acacia., Nagarote, ng 505",158000,298.58,SQ_MT,kwnicaragua.com,Si,"12.0953762,-86.556856",https://kwnicaragua.kw.com/property/Cerca-de-quesillos-Acacia-Nagarote-ng-505/1973968143469760,El Quebracho,El Quebracho,Managua
"Posoltega, NIC, #posolteguilla, Posoltega, Chinandega, NIC",225000,,,kwnicaragua.com,Si,"12.543045,-86.9811778",https://kwnicaragua.kw.com/property/posolteguilla-Posoltega-Chinandega-NIC/1894664731909632,Posoltega,Posoltega,Chinandega
"Managua, NIC, Managua, MN, NIC",280000,1085.09,SQ_MT,kwnicaragua.com,Si,"12.0854394,-86.2390319",https://kwnicaragua.kw.com/property/Managua-MN-NIC/2019286631266510,Reparto de Santa Mónica,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",138000,285.52,SQ_MT,kwnicaragua.com,Si,"12.1341519,-86.1928418",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/1984661120606080,Praderas del Doral,Managua,Managua
"Managua, NIC, #Lote # 23 Manzana 81 De la terminal de buses de la ruta 118 3 c al sur 4 c al este., Managua, MN, NIC",45000,539.75,SQ_MT,kwnicaragua.com,Si,"12.1101795,-86.19678789999999",https://kwnicaragua.kw.com/property/Lote-23-Manzana-81-De-la-terminal-de-buses-de-la-ruta-118-3-c-al-sur-4-c-al-este-Managua-MN-NIC/2020274827147468,Lomas de Guadalupe,Managua,Managua
"Managua, NIC, Paseo La Estancia #Estancia de Santo Domingo, Managua, MN, NIC",163125,1533,SQ_MT,kwnicaragua.com,Si,"12.0798338,-86.2392293",https://kwnicaragua.kw.com/property/Paseo-La-Estancia-Estancia-de-Santo-Domingo-Managua-MN-NIC/2015772991911084,Estancia de Santo Domingo 2° etapa,Managua,Managua
"MANAGUA , NIC, #APARTAMENTO 4, MANAGUA , MANAGUA  00000",235000,305.01,SQ_MT,kwnicaragua.com,Si,"12.074281512764184,-86.24115584180298",https://kwnicaragua.kw.com/property/APARTAMENTO-4-MANAGUA-MANAGUA-00000/2020280202486348,Estancia de Santo Domingo 2° etapa,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",500000,21150,SQ_MT,kwnicaragua.com,Si,"12.091169695803158,-86.1968849483793",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2018213543769852,,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",125000,252,SQ_MT,kwnicaragua.com,Si,"12.0943745,-86.30271739999999",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2006931257316660,Residencial Mirador San Judas,Managua,Managua
"Mateare, NIC, Residencial Vistas del Momotombo, Mateare, Mateare, NIC",50000,159,SQ_MT,kwnicaragua.com,Si,"12.2177616,-86.3991123",https://kwnicaragua.kw.com/property/Residencial-Vistas-del-Momotombo-Mateare-Mateare-NIC/2020299687798490,Vistas del Momotombo,Vistas del Momotombo,Managua
"Managua, NIC, Managua, Managua, NIC",67500,214,SQ_MT,kwnicaragua.com,Si,"12.097460415118967,-86.29596264924317",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/1941428619216640,,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",1151000,1258,SQ_MT,kwnicaragua.com,Si,"12.085476495413106,-86.23915329589092",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/1920252365953216,Reparto de Santa Mónica,Managua,Managua
"Managua, NIC, #Masachapa, Managua, San Rafael Del Sur,, NIC",190000,1251.09,SQ_MT,kwnicaragua.com,Si,"11.780731900000001,-86.5150379772461",https://kwnicaragua.kw.com/property/Masachapa-Managua-San-Rafael-Del-Sur-NIC/2019692913120640,Masachapa,Masachapa,Managua
"Managua, NIC, Managua, Managua, NIC",478000,1637.76,SQ_MT,kwnicaragua.com,Si,"12.141242885681285,-86.27651564096111",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/1969338388513920,Bolonia,Managua,Managua
"Mateare, NIC",3706000,466569.23,SQ_MT,kwnicaragua.com,Si,"12.20576527974032,-86.39525291258857",https://kwnicaragua.kw.com/property/1845178865566144,Tercera Etapa Ciudad El Doral,Ciudad El Doral,Managua
"Ticuantepe, NIC, Ticuantepe, Masaya, NIC",120000,794.18,ACRES,kwnicaragua.com,Si,"12.042106707111245,-86.20277965915757",https://kwnicaragua.kw.com/property/Ticuantepe-Masaya-NIC/1933282961846528,,Ticuantepe,Managua
"Managua, NIC, Managua, Managua, NIC",170000,9637,SQ_MT,kwnicaragua.com,Si,"12.1025856,-86.21843400000002",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/1971900021804480,Sector Norte Comarca Las Jaguitas,Managua,Managua
"Managua, NIC, 20 calle sur este Avenida Nidia Write, Managua, Managua 11167",60000,147.78,SQ_MT,kwnicaragua.com,Si,"12.134358312358943,-86.23927345405184",https://kwnicaragua.kw.com/property/20-calle-sur-este-Avenida-Nidia-Write-Managua-Managua-11167/2018951998105804,Barrio Ducualí,Managua,Managua
"Managua, NIC, Managua, Managua  10000",107000,253.71,SQ_MT,kwnicaragua.com,Si,"12.122478377722176,-86.26533717133316",https://kwnicaragua.kw.com/property/Managua-Managua-10000/1998044629797952,Los Robles,Managua,Managua
"Nindiri, NIC, Nindiri, Masaya, NIC",75000,270,SQ_MT,kwnicaragua.com,Si,"12.1548219,-86.13258719999999",https://kwnicaragua.kw.com/property/Nindiri-Masaya-NIC/1974375972903808,,Tipitapa,Managua
"Managua, NIC, Calle Las Jagüitas # De las 4 Esquinas 300 mts abajo, Managua, Nicaragua 505",240000,5287,SQ_MT,kwnicaragua.com,Si,"12.0943454,-86.2034585",https://kwnicaragua.kw.com/property/Calle-Las-Jagitas-De-las-4-Esquinas-300-mts-abajo-Managua-Nicaragua-505/1997747618744000,Sector Norte Comarca Las Jaguitas,Managua,Managua
"Masaya, NIC, Los Madrigales  Carretera a Masaya, Masaya, Nindiri, NIC",115000,3791.67,SQ_MT,kwnicaragua.com,Si,"12.0740907,-86.1792986",https://kwnicaragua.kw.com/property/Los-Madrigales-Carretera-a-Masaya-Masaya-Nindiri-NIC/2018156913972986,Veracruz,Nindirí,Masaya
"Ciudad Sandino, NIC, Carretera Nueva León #Ciudad El Doral, Ciudad Sandino, MN, NIC",85000,330,SQ_MT,kwnicaragua.com,Si,"12.201709769269673,-86.38159868286131",https://kwnicaragua.kw.com/property/Carretera-Nueva-Len-Ciudad-El-Doral-Ciudad-Sandino-MN-NIC/2017816831693400,Ciudad El Doral,Ciudad El Doral,Managua
"Managua, NIC, Sector del Gancho de Camino, Managua, Managua, NIC",50000,18,ACRES,kwnicaragua.com,Si,"12.1485585,-86.2596058",https://kwnicaragua.kw.com/property/Sector-del-Gancho-de-Camino-Managua-Managua-NIC/2000938721063872,Planta Eléctrica de Managua,Managua,Managua
"MN, NIC, MN, MN, NIC",330000,745.37,SQ_MT,kwnicaragua.com,Si,"12.119705618625506,-86.25799789626464",https://kwnicaragua.kw.com/property/MN-MN-NIC/2018878123816316,Planes de Altamira 2,Managua,Managua
"Managua, NIC, Managua, Ciudad Sandino, NIC",70000,150,SQ_MT,kwnicaragua.com,Si,"12.1532191,-86.3481319",https://kwnicaragua.kw.com/property/Managua-Ciudad-Sandino-NIC/2019276022333988,Praderas de Sandino,Ciudad Sandino,Managua
"Managua, NIC, Managua, Managua, NIC",83000,169.2,SQ_MT,kwnicaragua.com,Si,"12.102639774939528,-86.23639972062378",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/1975445748575872,Las Colinas,Managua,Managua
"San Juan del sur, NIC, #San Juan del sur, San Juan del sur, Rivas, NIC",95000,1223,SQ_MT,kwnicaragua.com,Si,"11.2674185,-85.8589398",https://kwnicaragua.kw.com/property/San-Juan-del-sur-San-Juan-del-sur-Rivas-NIC/1984570493179136,La Cuesta,San Juan del Sur,Rivas
"Managua, NIC, Managua, Managua , NIC",39000,6478,SQ_MT,kwnicaragua.com,Si,"12.1058959,-86.3130482",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2000486479792896,San Patricio,Managua,Managua
"NIcaragua, NIC, NIcaragua, león, nicaragua, NIC",88000,35546,ACRES,kwnicaragua.com,Si,"12.406802931035761,-86.57256465107422",https://kwnicaragua.kw.com/property/NIcaragua-len-nicaragua-NIC/2018267965671628,,La Paz Centro,León
"Managua, NIC, Managua, Managua, NIC",380000,720.14,SQ_MT,kwnicaragua.com,Si,"12.11847832067507,-86.2615920563446",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/1993810570746496,Planes de Altamira 1,Managua,Managua
"Managua, NIC, Carretera a Masaya #Residencial Los Almendros , Managua, MN, NIC",157000,439,SQ_MT,kwnicaragua.com,Si,"12.047543493948442,-86.19589333117948",https://kwnicaragua.kw.com/property/Carretera-a-Masaya-Residencial-Los-Almendros-Managua-MN-NIC/1971455942798464,,Ticuantepe,Managua
"Managua, NIC, # comarca Santo Domingo, Managua, Managua 00000",99000,2509.06,SQ_MT,kwnicaragua.com,Si,"12.066933511158926,-86.23431762368166",https://kwnicaragua.kw.com/property/-comarca-Santo-Domingo-Managua-Managua-00000/2018171722057932,Urbanización Xochitlán,Managua,Managua
"Managua, NIC, Casa Real II #Residencial Casa Real I Etapa, Managua, MN 11048",69000,160,SQ_MT,kwnicaragua.com,Si,"12.150692,-86.1836053",https://kwnicaragua.kw.com/property/Casa-Real-II-Residencial-Casa-Real-I-Etapa-Managua-MN-11048/2001149452831808,Residencial Casa Real,Managua,Managua
"Managua, NIC, #Km 17 Carretera a Masaya , Managua, MN, NIC",95000,7509,SQ_MT,kwnicaragua.com,Si,"12.051812866791876,-86.19946298273435",https://kwnicaragua.kw.com/property/Km-17-Carretera-a-Masaya-Managua-MN-NIC/1986680005137408,,Ticuantepe,Managua
"Managua, NIC, Km 12.5 carretera a Masaya, Managua, Managua, NIC",135000,1621,SQ_MT,kwnicaragua.com,Si,"12.057726,-86.204728",https://kwnicaragua.kw.com/property/Km-125-carretera-a-Masaya-Managua-Managua-NIC/1895372947855616,,Nindirí,Masaya
"Managua, NIC, Residencial las Delicias carretera norte, de los antojitos 1 cuadra al este residencial las delicias #carretera norte antojitos las delicias, 1 cuadra al este, Managua, Managua, NIC",117000,,,kwnicaragua.com,Si,"12.157900492003082,-86.18338743383791",https://kwnicaragua.kw.com/property/Residencial-las-Delicias-carretera-norte-de-los-antojitos-1-cuadra-al-este-residencial-las-delicias-carretera-norte-antojitos-las-delicias-1-cuadra-al-este-Managua-Managua-NIC/1958751035138368,Residencial Las Delicias,Managua,Managua
"Managua, NIC, Managua, MN, NIC",110000,177,SQ_MT,kwnicaragua.com,Si,"12.15850200074093,-86.18353384856569",https://kwnicaragua.kw.com/property/Managua-MN-NIC/2016495355226310,Residencial Las Delicias,Managua,Managua
"Managua, NIC, Km 13,Carretera a Masaya, 2.2 km hacia el Sur, 400 mts al oeste. Km 13,Carretera a Masaya, 2.2 km hacia el Sur, 400 mts al oeste. #Km 13,Carretera a Masaya, 2.2 km hacia el Sur, 400 mts al oeste., Managua, Ticuantepe, NIC",25000,,,kwnicaragua.com,Si,"12.0421982,-86.1908981",https://kwnicaragua.kw.com/property/Km-13Carretera-a-Masaya-22-km-hacia-el-Sur-400-mts-al-oeste-Km-13Carretera-a-Masaya-22-km-hacia-el-Sur-400-mts-al-oeste-Km-13Carretera-a-Masaya-22-km-hacia-el-Sur-400-mts-al-oeste-Managua-Ticuantepe-NIC/1944262276220608,,Ticuantepe,Managua
"Managua, Nicaragua, Km 11 1/4 carretera vieja a León, Managua, Managua, Nicaragua",150000,1836.61,SQ_MT,kwnicaragua.com,Si,"12.097491981149785,-86.34417554232786",https://kwnicaragua.kw.com/property/Km-11-14-carretera-vieja-a-Len-Managua-Managua-Nicaragua/1910589983049792,Comarca Cedro Galán,Managua,Managua
"Managua, NIC, Km 17 Comarca Las Lajas Carretera Vieja a León, Managua, MN, NIC",69500,366600,SQ_MT,kwnicaragua.com,Si,"12.0903948,-86.3552459",https://kwnicaragua.kw.com/property/Km-17-Comarca-Las-Lajas-Carretera-Vieja-a-Len-Managua-MN-NIC/1979398008993088,Comarca Cedro Galán,Managua,Managua
"Tipitapa, NIC, manzana No 10 Los Maestros, Tipitapa, Managua 11065",60000,322.18,SQ_MT,kwnicaragua.com,Si,"12.1581206,-86.15609889999999",https://kwnicaragua.kw.com/property/manzana-No-10-Los-Maestros-Tipitapa-Managua-11065/1980737746600064,,Managua,Managua
"San Juan del Sur, NIC, 2326.06 mts al SE Lote 74 Las Haciendas, San Juan del Sur, Rivas, NIC",123000,7919.04,SQ_MT,kwnicaragua.com,Si,"11.21728282169758,-85.79749919669946",https://kwnicaragua.kw.com/property/232606-mts-al-SE-Lote-74-Las-Haciendas-San-Juan-del-Sur-Rivas-NIC/1944674396153664,,San Juan del Sur,Rivas
"Managua, NIC, #Comarca esquipulas Km 12 Carretera a Masaya, 1c al Oeste, 1c al Norte, Managua, MN 14283",125000,371.22,SQ_MT,kwnicaragua.com,Si,"12.0724375,-86.2145781",https://kwnicaragua.kw.com/property/Comarca-esquipulas-Km-12-Carretera-a-Masaya-1c-al-Oeste-1c-al-Norte-Managua-MN-14283/1978190287400576,Puertas del Sol,Managua,Managua
"Managua, NIC, Acceso Colonia 1ro de Mayo #A-7, Managua, MN, NIC",80000,135.47,SQ_MT,kwnicaragua.com,Si,"12.1149926,-86.2361744",https://kwnicaragua.kw.com/property/Acceso-Colonia-1ro-de-Mayo-A7-Managua-MN-NIC/2018267497007308,Olof Palme,Managua,Managua
"Managua, NIC, Acceso Colonia 1ro de Mayo #A-16, Managua, MN 11001",65000,130.32,SQ_MT,kwnicaragua.com,Si,"12.1282691,-86.2223677",https://kwnicaragua.kw.com/property/Acceso-Colonia-1ro-de-Mayo-A16-Managua-MN-11001/2019036968555902,Urbanización Valencia,Managua,Managua
"Managua, NIC, Managua, Esquipulas, NIC",145000,624.16,SQ_MT,kwnicaragua.com,Si,"12.074694,-86.19980729999999",https://kwnicaragua.kw.com/property/Managua-Esquipulas-NIC/1967229045938368,Vistas de Esquipulas,Managua,Managua
"Managua, NIC, Parque Japón-Nicaragua #Parque Japón-Nicaragua, Managua, Managua, NIC",195000,330.41,SQ_MT,kwnicaragua.com,Si,"12.125302,-86.2602995",https://kwnicaragua.kw.com/property/Parque-JapnNicaragua-Parque-JapnNicaragua-Managua-Managua-NIC/2017872125691266,Los Robles 7,Managua,Managua
"Diriamba, NIC, Diriamba, Carazo, NIC",215000,619,SQ_MT,kwnicaragua.com,Si,"11.881696,-86.23344949999999",https://kwnicaragua.kw.com/property/Diriamba-Carazo-NIC/2016892076570830,Villas de San Sebastian,Diriamba,Carazo
"Managua, NIC, Managua, Managua, NIC",125800,7393.48,SQ_MT,kwnicaragua.com,Si,"12.0728625,-86.1789905",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2018968725402156,Veracruz,Nindirí,Masaya
"Managua, NIC, km 19 carretera nueva a León, Managua, Mateare, NIC",69000,263.74,SQ_MT,kwnicaragua.com,Si,"12.2177616,-86.3991123",https://kwnicaragua.kw.com/property/km-19-carretera-nueva-a-Len-Managua-Mateare-NIC/2001580360577280,Vistas del Momotombo,Vistas del Momotombo,Managua
"Masaya, NIC, 2RW8+W99 Los Madrigales 2RW8+W99 Los Madrigales #2RW8+W99 Los Madrigales, Masaya, Nindirí, NIC",47900,,,kwnicaragua.com,Si,"12.0472875,-86.1840156",https://kwnicaragua.kw.com/property/2RW8W99-Los-Madrigales-2RW8W99-Los-Madrigales-2RW8W99-Los-Madrigales-Masaya-Nindir-NIC/1946846269314880,Valle De Capistrano V etapa,Nindirí,Masaya
"Masaya, NIC, https://maps.app.goo.gl/VqYWseeZpYQd8BNg7 https://maps.app.goo.gl/VqYWseeZpYQd8BNg7, Masaya, Nindirí, NIC",56500,2542,SQ_MT,kwnicaragua.com,Si,"12.032597540340012,-86.17149503993623",https://kwnicaragua.kw.com/property/httpsmapsappgooglVqYWseeZpYQd8BNg7-httpsmapsappgooglVqYWseeZpYQd8BNg7-Masaya-Nindir-NIC/1931895383742976,,Nindirí,Masaya
"Managua, NIC, #Reparto Los López, Managua, Managua 11191",39000,72.92,SQ_MT,kwnicaragua.com,Si,"12.1149963,-86.2361749",https://kwnicaragua.kw.com/property/Reparto-Los-Lpez-Managua-Managua-11191/1996324035520320,Olof Palme,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",76860,179.42,SQ_MT,kwnicaragua.com,Si,"12.0943729,-86.30272",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/1962178500891456,Residencial Mirador San Judas,Managua,Managua
"MASAYA, NIC",125000,7650,SQ_MT,kwnicaragua.com,Si,"12.095588147721037,-86.09556764806209",https://kwnicaragua.kw.com/property/2013654186780416,Guanacastillo,Nindirí,Masaya
"Managua, NIC, #SAN JOSE ORIENTAL , Managua, Managua, NIC",60000,103.21,SQ_MT,kwnicaragua.com,Si,"12.139589072279923,-86.25177722551729",https://kwnicaragua.kw.com/property/SAN-JOSE-ORIENTAL-Managua-Managua-NIC/1996226912752000,El Paraíso,Managua,Managua
"managua, NIC, managua, managua, NIC",210000,389.93,SQ_MT,kwnicaragua.com,Si,"12.1217676,-86.2704558",https://kwnicaragua.kw.com/property/managua-managua-NIC/2018929506998462,Reparto San Juan,Managua,Managua
"managua, NIC, managua, managua 14241",150000,700,ACRES,kwnicaragua.com,Si,"12.1148509,-86.315711",https://kwnicaragua.kw.com/property/managua-managua-14241/2018938032092910,San Patricio,Managua,Managua
"Masaya, NIC, La Reforma La Reforma, Masaya, Masaya, NIC",115000,240,SQ_MT,kwnicaragua.com,Si,"11.975074099418407,-86.08955996773682",https://kwnicaragua.kw.com/property/La-Reforma-La-Reforma-Masaya-Masaya-NIC/2018131111776826,La Reforma 2,Masaya,Masaya
"Managua, NIC, Managua, Managua, NIC",125000,96.34,SQ_MT,kwnicaragua.com,Si,"12.115076519084443,-86.2361744",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2019229121620174,Olof Palme,Managua,Managua
"MASAYA, NIC, PRADOS DE SAN JERONIMO, MASAYA, MASAYA, NIC",40000,141,SQ_MT,kwnicaragua.com,Si,"12.0041764,-86.0813123",https://kwnicaragua.kw.com/property/PRADOS-DE-SAN-JERONIMO-MASAYA-MASAYA-NIC/2000884427148160,Residencial Prados de San Jerónimo,Masaya,Masaya
"Nindiri, NIC, Reparto Planes de San Miguel, Nindiri, Masaya, NIC",42000,1401,SQ_MT,kwnicaragua.com,Si,"12.030972615825755,-86.18174183485107",https://kwnicaragua.kw.com/property/Reparto-Planes-de-San-Miguel-Nindiri-Masaya-NIC/1978892885882304,,Ticuantepe,Managua
"Masatepe, NIC, Escuela olla de barro 1/2 al Este. Masatepe, Masatepe, Masaya, NIC",40000,1900,SQ_MT,kwnicaragua.com,Si,"11.914057,-86.1451448",https://kwnicaragua.kw.com/property/Escuela-olla-de-barro-12-al-Este-Masatepe-Masatepe-Masaya-NIC/1921578198196480,Masatepe,Masatepe,Masaya
"Masaya, NIC, Comarca las flores, Masaya, Masaya, NIC",110000,13416,SQ_MT,kwnicaragua.com,Si,"11.9857072,-86.059333",https://kwnicaragua.kw.com/property/Comarca-las-flores-Masaya-Masaya-NIC/1820007195166656,Villa Holanda,Masaya,Masaya
"RIVAS, NIC, RIVAS, RIVAS, NIC",55000,770,SQ_MT,kwnicaragua.com,Si,"11.4522433,-85.80509870000002",https://kwnicaragua.kw.com/property/RIVAS-RIVAS-NIC/1952346263167808,Santa Carlota,San Jorge,Rivas
"Masaya, NIC, Masaya, Masaya, NIC",180000,443,SQ_MT,kwnicaragua.com,Si,"11.955712368158757,-86.09224148891602",https://kwnicaragua.kw.com/property/Masaya-Masaya-NIC/1944622556593024,Barrio San Jerónimo,Masaya,Masaya
"Granada, NIC, De la Merced 2c al oeste, 50 vrs al ur, Malacatoya, Granada, Granada, NIC",2107000,2107000,SQ_MT,kwnicaragua.com,Si,"11.9344073,-85.9560005",https://kwnicaragua.kw.com/property/De-la-Merced-2c-al-oeste-50-vrs-al-ur-Malacatoya-Granada-Granada-NIC/1863522725251200,Calle Almendro,Granada,Granada
"Managua, NIC, Managua, Managua , NIC",85000,94,SQ_MT,kwnicaragua.com,Si,"12.138323748327895,-86.2269185550476",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/1986440154947264,Barrio Georgino Andrade,Managua,Managua
"Managua, NIC, Managua, Nicaragua, NIC",601000,14138.87,SQ_MT,kwnicaragua.com,Si,"12.094272886066387,-86.27391343809812",https://kwnicaragua.kw.com/property/Managua-Nicaragua-NIC/1987348561376192,Sector Comarca Jocote Dulce,Managua,Managua
"Managua, NIC, Managua, MN, NIC",80000,600,SQ_MT,kwnicaragua.com,Si,"12.1090148,-86.2513121",https://kwnicaragua.kw.com/property/Managua-MN-NIC/2018195523131106,Barrio 22 de Enero,Managua,Managua
"Managua, NIC, Colonia Centroamérica #Colonia Centroamérica, Managua, Managua, NIC",76000,241,SQ_MT,kwnicaragua.com,Si,"12.110250658114847,-86.24914841186393",https://kwnicaragua.kw.com/property/Colonia-Centroamrica-Colonia-Centroamrica-Managua-Managua-NIC/1973226529631040,Barrio 22 de Enero,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",34000,,,kwnicaragua.com,Si,"12.2177616,-86.3991123",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/1973624144859328,Vistas del Momotombo,Vistas del Momotombo,Managua
"León, NIC, León, León, NIC",895000,125074,SQ_MT,kwnicaragua.com,Si,"12.418686364979296,-86.9425687925331",https://kwnicaragua.kw.com/property/Len-Len-NIC/1963821742755584,San Carlos,León,León
"managua, NIC, #Clinica Don Bosco 5c Arriba , managua, colonia Nicarao, NIC",480000,2500,SQ_MT,kwnicaragua.com,Si,"12.1292692,-86.23713839999999",https://kwnicaragua.kw.com/property/Clinica-Don-Bosco-5c-Arriba-managua-colonia-Nicarao-NIC/2011175225287976,Colonia 10 de Junio,Managua,Managua
"Managua, NIC, Managua, Ticuantepe 16300",27000,452.86,SQ_MT,kwnicaragua.com,Si,"12.020218795745814,-86.19519792318613",https://kwnicaragua.kw.com/property/Managua-Ticuantepe-16300/2016400484356644,Callejón de La Cebadilla,Ticuantepe,Managua
"Managua, NIC, Managua, Los Robles, NIC",380000,1153.84,SQ_MT,kwnicaragua.com,Si,"12.125302,-86.2602995",https://kwnicaragua.kw.com/property/Managua-Los-Robles-NIC/2017081327925454,Los Robles 7,Managua,Managua
"Mateare, NIC",640000,27792.28,SQ_MT,kwnicaragua.com,Si,"12.2347467,-86.4295531",https://kwnicaragua.kw.com/property/1882632086096384,Zona Central Casco Urbano,Mateare,Managua
"Managua, NIC",85000,207.06,SQ_MT,kwnicaragua.com,Si,"12.156100777885108,-86.3068477754498",https://kwnicaragua.kw.com/property/2016773743993432,Linda Vista Norte,Managua,Managua
"Managua, NIC, Managua, MN, NIC",340000,1365,SQ_MT,kwnicaragua.com,Si,"12.1180875,-86.26189060000002",https://kwnicaragua.kw.com/property/Managua-MN-NIC/1984609473095104,Planes de Altamira 1,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",1050000,1468.72,SQ_MT,kwnicaragua.com,Si,"12.0568167,-86.2511549",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2008243685594856,Balcones de Santo Domingo,Managua,Managua
"Managua, NIC, Managua, Managua, NIC",3500000,169202,SQ_MT,kwnicaragua.com,Si,"12.1090148,-86.2513121",https://kwnicaragua.kw.com/property/Managua-Managua-NIC/2018146539578748,Barrio 22 de Enero,Managua,Managua
"Carretera Sur, NIC, Carretera Sur, Managua, NIC",210000,1025,ACRES,kwnicaragua.com,Si,"12.082984396836348,-86.32263797746872",https://kwnicaragua.kw.com/property/Carretera-Sur-Managua-NIC/2016001880155796,Reparto Samarkan,Managua,Managua
"Managua, NIC, 11 Carretera a Masaya, Managua, MN, NIC",131250,1850,SQ_MT,kwnicaragua.com,Si,"12.072486983239049,-86.22239020845947",https://kwnicaragua.kw.com/property/11-Carretera-a-Masaya-Managua-MN-NIC/1919733986876160,Puertas del Sol,Managua,Managua
"Masaya, NIC, #Constructora Meco S.A, Nicaragua, Masaya, Nindirí, NIC",455000,45825.79,SQ_MT,kwnicaragua.com,Si,"12.0032692,-86.12067329999999",https://kwnicaragua.kw.com/property/Constructora-Meco-SA-Nicaragua-Masaya-Nindir-NIC/2017520335058290,,Nindirí,Masaya
"Managua, NIC, Managua, Managua 11004",50000,184.72,SQ_MT,kwnicaragua.com,Si,"12.1305132,-86.28996389999999",https://kwnicaragua.kw.com/property/Managua-Managua-11004/2016860927149818,El Recreo Sur,Managua,Managua
"ciudad sandino, NIC, ciudad sandino, Ciudad sandino, NIC",45000,161.34,SQ_MT,kwnicaragua.com,Si,"12.1990363,-86.38645120000001",https://kwnicaragua.kw.com/property/ciudad-sandino-Ciudad-sandino-NIC/2016735032146124,Ciudad el Doral,Ciudad El Doral,Managua
"Managua, NIC, Carretera Vieja a León #Km 13.20 carretera vieja a leon del Estadio de Chiquilistagua 600 metros al oeste, Managua, MN, NIC",165000,1057.61,SQ_MT,kwnicaragua.com,Si,"12.088144809504625,-86.3577044380419",https://kwnicaragua.kw.com/property/Carretera-Vieja-a-Len-Km-1320-carretera-vieja-a-leon-del-Estadio-de-Chiquilistagua-600-metros-al-oeste-Managua-MN-NIC/1948896033875968,Comarca Chiquilistagua,Managua,Managua
