titulo,precio,tamano_lote,tipo_unidad_lote,source,localizacion,coordenadas,enlace,barrio_colonia,municipio_ciudad,departamento_provincia
"Fully Furnished Ocean View House in Playa Popoyo, Nicaragua | Casa Aloha",174000,1269,m²,nicarealtors.com,Si,"11.482296836918785,-86.12342227538362",https://nicarealtors.com/listings/fully-furnished-ocean-view-house-in-playa-popoyo-casa-aloha/,La Albina,Tola,Rivas
Beachfront House at Playa Casares in Carazo,175000,1000,m²,nicarealtors.com,Si,"11.665220303747747,-86.37174710033327",https://nicarealtors.com/listings/beachfront-house-at-playa-casares-in-carazo/,La Riviera,Diriamba,Carazo
"Colonial Three Bedroom House with Pool in Granada, Nicaragua",179000,186,m²,nicarealtors.com,Si,"11.934465827781663,-85.95036187311075",https://nicarealtors.com/listings/colonial-three-bedroom-house-with-pool-in-granada/,Barrio José Antonio Urbina,Granada,Granada
"Modern Industrial Compound with Land in Diriomo, Granada",180000,6829,m²,nicarealtors.com,Si,"11.8500264,-86.0447154",https://nicarealtors.com/listings/modern-industrial-home-for-sale-in-diriomo/,,Diriomo,Granada
"Beachfront Home or Hostel in Playa Masachapa, Nicaragua",189000,738.73,m²,nicarealtors.com,Si,"11.781903081124794,-86.518293622519",https://nicarealtors.com/listings/beachfront-home-or-hostel-in-playa-masachapa/,Masachapa,Masachapa,Managua
House in Villas de San Juan - San Juan del Sur,195000,248,m²,nicarealtors.com,Si,"11.252783086393329,-85.85689236556178",https://nicarealtors.com/listings/house-in-san-juan-del-sur/,San Rafael del Valle,San Juan del Sur,Rivas
Luxurious Colonial House For Sale in Granada Nicaragua - Casa Arco,198000,232.26,m²,nicarealtors.com,Si,"11.930270963610536,-85.94960683321803",https://nicarealtors.com/listings/luxurious-colonial-house-for-sale-in-granada-nicaragua/,Calle Arsenal,Granada,Granada
"Turn-key Colonial House in Granada, Nicaragua | Casa Adosada",199000,262,m²,nicarealtors.com,Si,"11.92669652676774,-85.96116065218568",https://nicarealtors.com/listings/turn-key-colonial-house-in-granada-casa-adosada/,Barrio Xalteva,Granada,Granada
"Remodeled Ocean View House in Playa Popoyo, Nicaragua | Casa Verde",199000,1011.71,m²,nicarealtors.com,Si,"11.48202410303898,-86.12360249459361",https://nicarealtors.com/listings/remodeled-ocean-view-house-in-playa-popoyo-nicaragua-casa-verde/,La Albina,Tola,Rivas
House For Sale In Popoyo Nicaragua – La Casa Roja,210000,2017.73,m²,nicarealtors.com,Si,"11.467700027278104,-86.09341213439826",https://nicarealtors.com/listings/house-for-sale-in-popoyo-nicaragua-la-casa-roja/,El Limón,Monte Filis,Rivas
"Lakefront Remodeled Retreat in Laguna de Apoyo, Nicaragua",217500,2941,m²,nicarealtors.com,Si,"11.923077690647094,-86.05669989898794",https://nicarealtors.com/listings/lakefront-remodeled-retreat-in-laguna-de-apoyo-nicaragua/,Pacaya,Pacaya,Masaya
"Elegant Two Bedrooms House with Private Pool in Popoyo, Nicaragua | La Selva",219000,294,m²,nicarealtors.com,Si,"11.449697555315481,-86.08644692931813",https://nicarealtors.com/listings/elegant-two-bedrooms-house-with-private-pool-in-popoyo/,Popoyo,Tola,Rivas
Beautiful Property with 2.4 ACRES for sale In Granada,220000,9712.46,m²,nicarealtors.com,Si,"11.912287576395812,-85.97402019138073",https://nicarealtors.com/listings/beautiful-property-with-2-4-acres-for-sale-in-granada/,Barrio El Pochotillo,Granada,Granada
Charming House and 3 cabañas in Laguna de Apoyo Nicaragua – Casa La Campañita,225000,2922.62,m²,nicarealtors.com,Si,"11.929005067461935,-86.06450316774567",https://nicarealtors.com/listings/charming-house-and-3-cabanas-in-laguna-de-apoyo/,Pacaya,Pacaya,Masaya
"Furnished Home Near the Beach in Playa Popoyo, Nicaragua | Mango Home",230000,599.96,m²,nicarealtors.com,Si,"11.452029212308,-86.08977813273668",https://nicarealtors.com/listings/playa-popoyo-mango-land-home/,,Tola,Rivas
"Commercial Beachfront Hostel and Restaurant in Playa Guasacate, Nicaragua",230000,872,m²,nicarealtors.com,Si,"11.468281481323208,-86.11970054153848",https://nicarealtors.com/listings/beachfront-hostel-and-restaurant-in-playa-guasacate/,Guasacate,Guasacate,Rivas
"Fully Furnished Eco Casita #4 in Hacienda Iguana, Nicaragua",234500,413,m²,nicarealtors.com,Si,"11.414656446866905,-86.05058980267839",https://nicarealtors.com/listings/fully-furnished-eco-casita-4-in-hacienda-iguana/,,Tola,Rivas
"Beautiful Colonial House in Granada, Nicaragua – Casa Flor de Lago",240000,268.68,m²,nicarealtors.com,Si,"11.93075086920072,-85.95717280383036",https://nicarealtors.com/listings/colonial-house-in-granada-casa-flor-de-lago/,Sector El Parque,Granada,Granada
"Beautiful House in Laguna de Apoyo, Nicaragua – Casa Mombacho",245000,1674,m²,nicarealtors.com,Si,"11.932372309989299,-86.00583135128954",https://nicarealtors.com/listings/house-in-laguna-de-apoyo-casa-mombacho/,,Granada,Granada
"Turnkey Eco Casita #3 in Hacienda Iguana, Nicaragua",250000,270.46,m²,nicarealtors.com,Si,"11.414890805028593,-86.05064225856961",https://nicarealtors.com/listings/eco-casita-3-in-hacienda-iguana/,,Tola,Rivas
Profitable Beachfront Property with 3 Casitas in Playa Guasacate | Casa Tranquila,250000,332.35,m²,nicarealtors.com,Si,"11.465426934892578,-86.11607244023277",https://nicarealtors.com/listings/profitable-beachfront-property-with-3-casitas/,Guasacate,Guasacate,Rivas
Eco-Modern Casita in Hacienda Iguana – Fully Furnished,255000,2318,m²,nicarealtors.com,Si,"11.408490445926729,-86.04951331918218",https://nicarealtors.com/listings/eco-modern-casita-in-hacienda-iguana/,,Tola,Rivas
