id,titulo,zona,categoria,precio,moneda,hab,banos,m2,lote_vrs,url,imagen,municipio,departamento,lat,lng,geo_tipo,municipio,departamento,lat,lng,geo_tipo
15099,Se vende casa en Bolonia - Oportunidad de inversión,Bolonia,46,100000,USD,,,400,832.55,https://discovernica.com/propiedades/detalles/15099/casa-venta-bolonia-oportunidad-de-inversión-,https://discovernica.com/assets/images/properties/ID_15099_1.png,Managua,Managua,12.1398941,-86.2815427,administrative,Managua,Managua,12.1398941,-86.2815427,administrative
4911,Casa de dos plantas en venta en Villa Fontana,Villa Fontana,46,790000,USD,3,3.5,721,1786.13,https://discovernica.com/propiedades/detalles/4911/casa-dos-plantas-venta-villa-fontana,https://discovernica.com/assets/images/properties/IMG_20250409_WA0020.jpg,Managua,Managua,12.1033874,-86.2671277,administrative,Managua,Managua,12.1033874,-86.2671277,administrative
13766,Casa en venta en residencial en Carretera a Masaya,Carretera a Masaya,46,95000,USD,4,3,170,300,https://discovernica.com/propiedades/detalles/13766/casa-venta-carretera-a-masaya-residencial,https://discovernica.com/assets/images/properties/5_ID13766.jpg,Masaya,,,,,Masaya,,,,
15092,Acogedora casa en venta en León,León,2,160000,USD,6,3,137.78,539.12,https://discovernica.com/propiedades/detalles/15092/casa-venta-en-león-6-habitaciones,https://discovernica.com/assets/images/properties/15092_1.png,León,,,,,León,,,,
10052,Acogedora casa en venta en Carretera Vieja a León,Carretera Vieja a León,2,150000,USD,4,3,227.19,2539.73,https://discovernica.com/propiedades/detalles/10052/casa-venta-carretera-vieja-a-león,https://discovernica.com/assets/images/properties/IMG_1137.JPG,León,,,,,León,,,,
9148,Casa en Venta en Carretera Masaya ID 9148,Carretera Masaya,46,375000,USD,5,5,750,1091.53,"https://discovernica.com/propiedades/detalles/9148/Venta de casa de dos pisos ubicada en carretera a Masaya 5 habitaciones, 5 baños. Óptima para comercio",https://discovernica.com/assets/images/properties/ID_9219_MANAGUA.VENTA.CASA.CARRETERA_MASAYA.KM_4.5_5_.jpg,Masaya,,,,,Masaya,,,,
15107,Se vende amplia casa en Carretera Sur,Carretera Sur,2,1600058.85,USD,3,3,727,21483.30,https://discovernica.com/propiedades/detalles/15107/casa-venta-carretera-sur-pista-suburbana-,https://discovernica.com/assets/images/properties/15107_11.png,Managua,Managua,12.1442663,-86.2915488,trunk,Managua,Managua,12.1442663,-86.2915488,trunk
9741,Casa en Venta en Reparto Las Palmas ID 9741,Reparto Las Palmas,2,170000,USD,3,4,405,1305.370,https://discovernica.com/propiedades/detalles/9741/casa-venta-reparto-las-palmas-3-habitaciones,https://discovernica.com/assets/images/properties/ID9741_2_.jpg,,,,,,,,,,
14250,Amplia casa en venta en Carretera Sur,Carretera Sur,2,160000,USD,5,2,157,460.25,https://discovernica.com/propiedades/detalles/14250/casa-en-venta-carretera-sur-clima-fresco,https://discovernica.com/assets/images/properties/ID14250_4.png,Managua,Managua,12.1442663,-86.2915488,trunk,Managua,Managua,12.1442663,-86.2915488,trunk
14260,Casa en Venta en Rivas – Ubicación Estratégica y Diseño Moderno,Rivas,2,210000,USD,6,6,326,728.7,https://discovernica.com/propiedades/detalles/14260/Casa-en-Venta-en-Rivas-Ubicación-Estratégica-y-Diseño-Moderno,https://discovernica.com/assets/images/properties/ID14260_2.png,Rivas,,,,,Rivas,,,,
14084,Casa en venta en Altamira - Zona Comercial,Altamira,2,55000,USD,3,2,138,195.96,https://discovernica.com/propiedades/detalles/14084/se-vende-casa-en-altamira,https://discovernica.com/assets/images/properties/ID14084.jpg,Managua,Managua,12.1254602,-86.2544993,bus_stop,Managua,Managua,12.1254602,-86.2544993,bus_stop
13254,Casa en venta en Santo Domingo,Santo Domingo,46,235000,USD,3,3,215.00,323,https://discovernica.com/propiedades/detalles/13254/casa-venta-condominio-santo-domingo-3-habitaciones,https://discovernica.com/assets/images/properties/8a75d006_3249_4689_a296_260ef615558f.jpg,Managua,Managua,12.1516383,-86.2663177,administrative,Managua,Managua,12.1516383,-86.2663177,administrative
15100,Casa en Venta o Renta en Linda Vista,Linda Vista,46,220000,USD,3,3,250,355.00,https://discovernica.com/propiedades/detalles/15100/casa-venta-renta-linda-vista-2-pisos,https://discovernica.com/assets/images/properties/15100_1.png,Managua,Managua,12.1552762,-86.3059544,administrative,Managua,Managua,12.1552762,-86.3059544,administrative
15097,Se vende acogedora casa en Carretera Sur,Carretera Sur,2,430000,USD,5,5.5,455,3017,https://discovernica.com/propiedades/detalles/15097/casa-venta-carretera-sur-5-habitaciones,https://discovernica.com/assets/images/properties/15097_12.png,Managua,Managua,12.1442663,-86.2915488,trunk,Managua,Managua,12.1442663,-86.2915488,trunk
12108,Acogedora casa en venta en Carretera Sur,Carretera Sur,46,160000,USD,3,2,250,500,https://discovernica.com/propiedades/detalles/12108/casa-amplia-venta-carretera-sur-3-habitaciones,https://discovernica.com/assets/images/properties/ID_12108_5_.jpg,Managua,Managua,12.1442663,-86.2915488,trunk,Managua,Managua,12.1442663,-86.2915488,trunk
15091,Se vende casa con piscina y negocio en Masaya,Masaya,2,199000,USD,3,2,254.24,1344.28,https://discovernica.com/propiedades/detalles/15091/casa-piscina-negocio-venta-mayasa-3-habitaciones,https://discovernica.com/assets/images/properties/15091_2.png,Masaya,,,,,Masaya,,,,
15004,Casa en venta en Las Jagüitas - Managua,Las Jagüitas,2,50000,USD,2,1,150,282,https://discovernica.com/propiedades/detalles/15004/casa-venta-las-jagüitas-2-habitaciones-managua,https://discovernica.com/assets/images/properties/15004_5.png,Managua,Managua,12.1000000,-86.2130000,locality,Managua,Managua,12.1000000,-86.2130000,locality
15079,Se vende casa en Bolonia Excelente ubicación comercial,Bolonia,2,200000,USD,4,4,598,1000,https://discovernica.com/propiedades/detalles/15079/casa-venta-en-bolonia-comercial-4-habitaciones,https://discovernica.com/assets/images/properties/15079_5.png,Managua,Managua,12.1398941,-86.2815427,administrative,Managua,Managua,12.1398941,-86.2815427,administrative
12164,Amplia casa en venta/renta en Carretera a Masaya,Carretera a Masaya,2,241500,USD,5,5,184.15,1174.62,https://discovernica.com/propiedades/detalles/12164/casa-venta-renta-carretera-a-masaya-4-habitaciones,https://discovernica.com/assets/images/properties/ID12164_1.png,Masaya,,,,,Masaya,,,,
13366,Casa en Venta-Renta en Mirador de Santo Domingo.,Mirador de Santo Domingo,2,270000,USD,3,2,200,1320,"https://discovernica.com/propiedades/detalles/13366/Casa en Venta-Renta en Mirador de Santo Domingo, 3 habitaciones, 2 baños.",https://discovernica.com/assets/images/properties/133661.jpg,Managua,Managua,12.0876578,-86.2446240,diplomatic,Managua,Managua,12.0876578,-86.2446240,diplomatic
13962,Acogedora casa en venta en Carretera Sur,Carretera Sur,2,185000,USD,3,3,276.08,2046.40,https://discovernica.com/propiedades/detalles/13962/casa-venta-carretera-sur-3-habitaciones,https://discovernica.com/assets/images/properties/ID13962_14_.jpg,Managua,Managua,12.1442663,-86.2915488,trunk,Managua,Managua,12.1442663,-86.2915488,trunk
14019,Casa en venta/renta en Villa Milagros,Villa Milagros,2,60000,USD,3,1,98.63,140.05,https://discovernica.com/propiedades/detalles/14019/casa-venta-renta-villa-milagros-3-habitaciones,https://discovernica.com/assets/images/properties/ID14019_1.jpg,,,,,,,,,,
13988,Casa moderna de dos pisos a la venta en Villa Fontana Sur,Villa Fontana Sur,46,1400000,USD,5,7,850,2533.04,https://discovernica.com/propiedades/detalles/13988/casa-moderna-de-dos-pisos-a-la-venta-en-Villa-Fontana-Sur,https://discovernica.com/assets/images/properties/ID13988_12_.jpg,Managua,Managua,12.1033874,-86.2671277,administrative,Managua,Managua,12.1033874,-86.2671277,administrative
14835,Se vende acogedora casa de en Altamira,Altamira,2,155000,USD,4,4,289,330,https://discovernica.com/propiedades/detalles/14835/casa-venta-altamira-4-habitaciones,https://discovernica.com/assets/images/properties/ID14835_1.png,Managua,Managua,12.1254602,-86.2544993,bus_stop,Managua,Managua,12.1254602,-86.2544993,bus_stop
8761,Casa en Venta en Residencial Bosques de Capistrano ID 8761,,2,105000,USD,3,2,150,320,"https://discovernica.com/propiedades/detalles/8761/Casa en Venta en Residencial Bosques de Capistrano con 3 habitaciones, 2 baños, area de servicio, sala comedor, cocina, terraza techada, $115,000",https://discovernica.com/assets/images/properties/5_20.jpg,Managua,Managua,12.1547116,-86.2737250,administrative,Managua,Managua,12.1547116,-86.2737250,administrative
14355,Cómodas casas en venta en Lomas del Valle,Lomas del Valle,2,200000,USD,5,4.5,280,545,https://discovernica.com/propiedades/detalles/14355/casas-venta-en-lomas-Del-Valle,https://discovernica.com/assets/images/properties/ID14355.jpg,Managua,Managua,12.1094325,-86.2448537,administrative,Managua,Managua,12.1094325,-86.2448537,administrative
14949,Se vende amplia casa en Nindirí,Nindirí,46,130000,USD,4,3,287.64,470.30,https://discovernica.com/propiedades/detalles/14949/casa-amplia-venta-nindirí-masaya-4-habitaciones,https://discovernica.com/assets/images/properties/14949_8.png,Nindirí,,,,,Nindirí,,,,
13237,Espaciosa casa en venta en Carretera Sur,Carretera Sur,46,375000,USD,4,5,400,3400,https://discovernica.com/propiedades/detalles/13237/casa-venta-4-habitaciones-carretera-sur,https://discovernica.com/assets/images/properties/132372.jpg,Managua,Managua,12.1442663,-86.2915488,trunk,Managua,Managua,12.1442663,-86.2915488,trunk
14988,Se vende casa en residencial en carretera a Veracruz,carretera a Veracruz,2,327000,USD,4,4.5,445.69,1171.19,https://discovernica.com/propiedades/detalles/14988/casa-venta-residencia-carretera-a-veracruz,https://discovernica.com/assets/images/properties/14988_2.png,Nindirí,Masaya,12.0631901,-86.1895331,secondary,Nindirí,Masaya,12.0631901,-86.1895331,secondary
14390,Se vende casa en la Colonia Centroamérica,la Colonia Centroamérica,2,95000,USD,3,2,200,312.40,https://discovernica.com/propiedades/detalles/14390/casa-venta-colonia-centroamérica-,https://discovernica.com/assets/images/properties/ID14390_3.png,Managua,Managua,12.1181911,-86.2486229,association,Managua,Managua,12.1181911,-86.2486229,association
14969,Se vende casa en zona céntrica de Matagalpa,zona céntrica de Matagalpa,2,180000,USD,4,2,177.75,341.01,https://discovernica.com/propiedades/detalles/14969/casa-venta-matagalpa-3-habitaciones,https://discovernica.com/assets/images/properties/14969_2.png,Matagalpa,,,,,Matagalpa,,,,
14594,Se vende amplia casa en la ciudad de Granada,Granada,2,360000,USD,4,5,385,1483.90,https://discovernica.com/propiedades/detalles/14594/casa-venta-granada-4-habitaciones,https://discovernica.com/assets/images/properties/ID14594_3.png,Granada,,,,,Granada,,,,
12325,Casa en venta en Carretera a Masaya,Carretera a Masaya,2,179500,USD,3,2,190,1920,https://discovernica.com/propiedades/detalles/12325/casa-venta-carretera-a-masaya,https://discovernica.com/assets/images/properties/dyiifdxc.jpg.jfif,Masaya,,,,,Masaya,,,,
14042,Cómoda casa en venta en Santo Domingo,Santo Domingo,2,330000,USD,3,2.5,380,2100,https://discovernica.com/propiedades/detalles/14042/casa-venta-santo-domingo-3-habitaciones-2.5-baños,https://discovernica.com/assets/images/properties/ID14042_15_.jpg,Managua,Managua,12.1516383,-86.2663177,administrative,Managua,Managua,12.1516383,-86.2663177,administrative
14153,Casa de Lujo en venta/renta ubicada en Santo Domingo,Santo Domingo,46,850000,USD,3,4.5,550,4900,https://discovernica.com/propiedades/detalles/14153/casa-venta-renta-balcones-de-santo-domingo-,https://discovernica.com/assets/images/properties/ID14153_5.jpg,Managua,Managua,12.1516383,-86.2663177,administrative,Managua,Managua,12.1516383,-86.2663177,administrative
14343,Amplia casa en venta en Santo Domingo,Santo Domingo,2,799500,USD,4,,504,2375,https://discovernica.com/propiedades/detalles/14343/casa-venta-santo-domingo-4-habitaciones,https://discovernica.com/assets/images/properties/ID14343_1.jpg,Managua,Managua,12.1516383,-86.2663177,administrative,Managua,Managua,12.1516383,-86.2663177,administrative
14350,Casa en Venta en Diriamba – Excelente Ubicación y Amplio Terreno,Diriamba,2,125000,USD,4,2,400,2075.45,https://discovernica.com/propiedades/detalles/14350/casa-venta-diriamba-4-habitaciones,https://discovernica.com/assets/images/properties/ID14350_1.jpg,Diriamba,,,,,Diriamba,,,,
14443,Se vende casa con piscina en Santo Domingo,Santo Domingo,46,1125000,USD,4,5,750,2000,https://discovernica.com/propiedades/detalles/14443/casa-venta-santo-domingo-3-pisos-piscina-santo-domingo,https://discovernica.com/assets/images/properties/ID14443_4.png,Managua,Managua,12.1516383,-86.2663177,administrative,Managua,Managua,12.1516383,-86.2663177,administrative
14472,Se vende casa con piscina y jardín frutal Santo Domingo,,46,595000,USD,4,4,496,2227.10,https://discovernica.com/propiedades/detalles/14472/casa-venta-santo-domingo-piscina-4-habitaciones,https://discovernica.com/assets/images/properties/ID14472_3.png,Managua,Managua,12.1547116,-86.2737250,administrative,Managua,Managua,12.1547116,-86.2737250,administrative
14522,Moderna Casa en Venta en Santo Domingo,Santo Domingo,46,350000,USD,3,3.5,364,1019,https://discovernica.com/propiedades/detalles/14522/casa-moderna-venta-en-santo-domingo,https://discovernica.com/assets/images/properties/ID14522_10.png,Managua,Managua,12.1516383,-86.2663177,administrative,Managua,Managua,12.1516383,-86.2663177,administrative
14531,Amplia casa de dos niveles en venta/renta en Estelí,Estelí,46,270000,USD,4,4.5,250,568.00,https://discovernica.com/propiedades/detalles/14531/Amplia-casa-de-dos-pisos-venta-renta-Estelí-4-habitaciones,https://discovernica.com/assets/images/properties/ID14531_1.png,Estelí,,,,,Estelí,,,,
14552,En venta casa rústica y con amplio terreno en Diriamba,Diriamba,32,365200,USD,5,4.5,324.58,7405.34,https://discovernica.com/propiedades/detalles/14552/casa-rustica-con-terreno-frente-a-la-carretera-venta-diriamba-3-habitaciones,https://discovernica.com/assets/images/properties/ID14552_15.png,Diriamba,,,,,Diriamba,,,,
14422,Casa en Venta en Carretera Sur – Zona de Clima Fresco y Seguro,Carretera Sur,46,650000,USD,4,5.5,648,2779,https://discovernica.com/propiedades/detalles/14422/x,https://discovernica.com/assets/images/properties/ID14422.png,Managua,Managua,12.1442663,-86.2915488,trunk,Managua,Managua,12.1442663,-86.2915488,trunk
15026,Acogedora casa en venta en Veracruz,Veracruz,2,180000,USD,3,4.5,345,940,https://discovernica.com/propiedades/detalles/15026/casa-venta-veracruz-3-habitaciones,https://discovernica.com/assets/images/properties/ID_15026_2.png,,,,,,,,,,
14064,Exclusiva y elegante casa en venta - Santo Domingo,,2,525000,USD,3,3.5,550,2700,https://discovernica.com/propiedades/detalles/14064/casa-santo-domingo-venta-3-habitaciones,https://discovernica.com/assets/images/properties/14064_7.jpg,Managua,Managua,12.1547116,-86.2737250,administrative,Managua,Managua,12.1547116,-86.2737250,administrative
11189,Casa en Venta en Carretera Vieja a Leon,Carretera Vieja a Leon,46,69500,USD,3,2.5,70,255,https://discovernica.com/propiedades/detalles/11189/casa-en-venta-en-carretera-vieja-a-leon,https://discovernica.com/assets/images/properties/IMG_20250312_WA0022.jpg,León,,,,,León,,,,
12570,Casa en venta en Carretera Sur,Carretera Sur,2,320000,USD,3,3,407.59,2005.23,https://discovernica.com/propiedades/detalles/12570/casa-venta-carretera-sur-3-habitaciones,https://discovernica.com/assets/images/properties/658f8859_1d5d_44c0_88eb_75ccc290df79_Copy.jpg,Managua,Managua,12.1442663,-86.2915488,trunk,Managua,Managua,12.1442663,-86.2915488,trunk
15036,Se vende/renta amplia casa en Las Colinas,Las Colinas,46,300000,USD,3,3.5,300,1183.23,https://discovernica.com/propiedades/detalles/15036/casa-amplia-venta-renta-las-colinas-3-habitaciones,https://discovernica.com/assets/images/properties/15036_2.png,Mateare,Managua,12.1964007,-86.3692092,village,Mateare,Managua,12.1964007,-86.3692092,village
13803,Casa con amplio terreno en venta en Carretera a Masaya,Carretera a Masaya,2,190000,USD,4,4.5,400,6671.16,https://discovernica.com/propiedades/detalles/13803/se-vende-casa-en-carretera-a-masaya-amplio-terreno,https://discovernica.com/assets/images/properties/ID13803_7.jpg,Masaya,,,,,Masaya,,,,
14211,Oportunidad de Inversión en la Carretera Sur – Terreno con Potencial para Reconstruir,la Carretera Sur,2,180000,USD,7,4,515,2250,https://discovernica.com/propiedades/detalles/14211/terreno-en-Carretera-Sur-Excelente-Oportunidad-de-Vivienda-o-Negocio,https://discovernica.com/assets/images/properties/ID14211.jpg,Managua,Managua,12.1492983,-86.2849827,government,Managua,Managua,12.1492983,-86.2849827,government
15013,Amplia casa en venta en Avenida Jean Paul Genie,Avenida Jean Paul Genie,2,350000,USD,4,3.5,291.46,2000,https://discovernica.com/propiedades/detalles/15013/se-vende-casa-avenida-jean-paul-genie,https://discovernica.com/assets/images/properties/15013_4.png,Managua,Managua,12.1029457,-86.2681763,secondary,Managua,Managua,12.1029457,-86.2681763,secondary
13167,Se vende casa con piscina en Santo Domingo,Santo Domingo,46,800000,USD,4,7,600,1700,https://discovernica.com/propiedades/detalles/13167/casa-piscina-venta-renta-santo-domingo,https://discovernica.com/assets/images/properties/C352092D_9D0E_405F_9D4A_2BB45B9866A3.jpeg,Managua,Managua,12.1516383,-86.2663177,administrative,Managua,Managua,12.1516383,-86.2663177,administrative
14558,Oportunidad de inversión - Casa en venta en Villa Fontana,Villa Fontana,2,180000,USD,3,2.5,230,710.00,https://discovernica.com/propiedades/detalles/14558/Oportunidad-de-inversión-casa-en-villa-fontana,https://discovernica.com/assets/images/properties/ID14558_1.png,Managua,Managua,12.1033874,-86.2671277,administrative,Managua,Managua,12.1033874,-86.2671277,administrative
15021,Se vende casa con vista panorámica a la Laguna de Masaya - Nindirí,,2,395000,USD,3,4.5,345.74,7487.11,https://discovernica.com/propiedades/detalles/15021/casa-venta-vistas-a-laguna-masaya-nindirí-3-habitaciones,https://discovernica.com/assets/images/properties/15021_15.png,Managua,Managua,12.1547116,-86.2737250,administrative,Managua,Managua,12.1547116,-86.2737250,administrative
13341,Casa lujosa y amueblada en venta/renta - Santo Domingo,,2,1300000,USD,5,5,750,2215.20,https://discovernica.com/propiedades/detalles/13341/casa-lujosa-santo-domingo-venta-5-habitaciones,https://discovernica.com/assets/images/properties/1333413.jpg,Managua,Managua,12.1547116,-86.2737250,administrative,Managua,Managua,12.1547116,-86.2737250,administrative
14319,Se vende casa con amplio patio en Carretera Nueva a León,Carretera Nueva a León,2,230000,USD,4,4,468,2565.94,https://discovernica.com/propiedades/detalles/14319/casa-venta-amplio-patio-carretera-neuva-a-león,https://discovernica.com/assets/images/properties/ID14319_2.png,León,,,,,León,,,,
14426,Amplia casa en venta en Ciudad Sandino,Ciudad Sandino,2,85000,USD,2,2,211.38,300.25,https://discovernica.com/propiedades/detalles/14426/En-venta-amplia-casa-en-Ciudad-Sandino.,https://discovernica.com/assets/images/properties/ID14426_1.png,Ciudad Sandino,Managua,12.1619379,-86.3498119,administrative,Ciudad Sandino,Managua,12.1619379,-86.3498119,administrative
14409,Casa con vista al lago en venta - Situada en Carretera Sur,Carretera Sur,2,380000,USD,3,3.5,400,2698,https://discovernica.com/propiedades/detalles/14409/casa-venta-carretera-sur-3-habitaciones,https://discovernica.com/assets/images/properties/ID14409_10.png,Managua,Managua,12.1442663,-86.2915488,trunk,Managua,Managua,12.1442663,-86.2915488,trunk
14353,Casa-Quinta en venta en Carretera Managua-León,Carretera Managua-León,32,290000,USD,6,5,1136,165000.00,https://discovernica.com/propiedades/detalles/14353/casa-quinta-en-venta-carretera-managua-leon,https://discovernica.com/assets/images/properties/ID14353_3.jpg,León,,,,,León,,,,
13914,Dos casas en venta en zona residencial - Carretera a Masaya,zona residencial,2,75000,USD,3,2,110,400,https://discovernica.com/propiedades/detalles/13914/2-casas-venta-carretera-a-masaya-6-habitaciones,https://discovernica.com/assets/images/properties/ID13914_13.jpg,Managua,Managua,12.0878512,-86.1991653,playground,Managua,Managua,12.0878512,-86.1991653,playground
14997,Casa en venta en Carretera a Masaya - Zona de condominio,Carretera a Masaya,46,215000,USD,3,2.5,200,241.13,https://discovernica.com/propiedades/detalles/14997/casa-venta-carretera-a-masaya-condominio-3-habitaciones,https://discovernica.com/assets/images/properties/14497_1.png,Masaya,,,,,Masaya,,,,
14530,Se vende casa en residencial seguro en Chinandega,Chinandega,2,100000,USD,3,2,114,367.78,https://discovernica.com/propiedades/detalles/14530/casa-venta-residencial-en-chinandega-3-habitaciones,https://discovernica.com/assets/images/properties/ID14530_1.png,Managua,Managua,12.1283961,-86.3003495,bus_station,Managua,Managua,12.1283961,-86.3003495,bus_station
14896,Se vende amplia casa en Masatepe,Masatepe,2,190000,USD,6,6,543.65,887.83,https://discovernica.com/propiedades/detalles/14896/casa-venta-amplia-masatepe-6-habitaciones,https://discovernica.com/assets/images/properties/14896_18.png,Masatepe,,,,,Masatepe,,,,
14810,Se vende hermosa casa de 2 pisos en la ciudad de Masaya,Masaya,46,250000,USD,6,6.5,280,397.60,https://discovernica.com/propiedades/detalles/14810/Se-vende-hermosa-casa-de-2-pisos-en-la-ciudad-de-Masaya,https://discovernica.com/assets/images/properties/ID14810_2.png,Masaya,,,,,Masaya,,,,
14782,Se vende casa en Matagalpa - Ideal para hotel,Matagalpa,46,280000,USD,8,8.5,97.72,808.83,https://discovernica.com/propiedades/detalles/14782/casa-hotel-venta-matagalpa-2-pisos-8-habitaciones,https://discovernica.com/assets/images/properties/14782_11.png,Matagalpa,,,,,Matagalpa,,,,
14779,Amplia casa en venta y renta en León - Ideal para inversión,León,46,190000,USD,6,6,475.88,751.42,https://discovernica.com/propiedades/detalles/14779/casa-venta-renta-león-ideal-para-inversión,https://discovernica.com/assets/images/properties/Id_14779_2.png,León,,,,,León,,,,
14100,Se vende/renta casa con piscina ubicada en Carretera Sur,Carretera Sur,2,750000,USD,6,8.5,742.40,5573.21,https://discovernica.com/propiedades/detalles/14100/venta-renta-casa-en-carretera-sur-piscina,https://discovernica.com/assets/images/properties/ID14100_18.jpg,Managua,Managua,12.1442663,-86.2915488,trunk,Managua,Managua,12.1442663,-86.2915488,trunk
14603,Se Vende Finca en Masaya - Oasis Productivo y de Descanso,Masaya,32,140000,USD,2,2,310,19500.00,https://discovernica.com/propiedades/detalles/14603/Quinta-finca-en-San-Juan-de-Oriente-en-venta,https://discovernica.com/assets/images/properties/ID14603_16.png,Masaya,,,,,Masaya,,,,
13812,CASA EN VENTA EN SAN JUAN DEL SUR,,2,160000,USD,3,2,121,497.00,https://discovernica.com/propiedades/detalles/13812/Houses for sale in san juan del sur,https://discovernica.com/assets/images/properties/ID13812_3_.jpg,Managua,Managua,12.1547116,-86.2737250,administrative,Managua,Managua,12.1547116,-86.2737250,administrative
13513,Casa en renta y venta en Villa Fontana,Villa Fontana,46,1900000,USD,6,6,1100,14200.00,https://discovernica.com/propiedades/detalles/13513/Se renta y vende casa en Villa Fontana,https://discovernica.com/assets/images/properties/ID_13513_9_.jpg,Managua,Managua,12.1033874,-86.2671277,administrative,Managua,Managua,12.1033874,-86.2671277,administrative
14990,Amplia casa en venta/renta en Santo Domingo,Santo Domingo,46,1100000,USD,5,6,600,3000,https://discovernica.com/propiedades/detalles/14990/casa-venta-renta-santo-domingo-5-habitaciones,https://discovernica.com/assets/images/properties/14990_19.png,Managua,Managua,12.1516383,-86.2663177,administrative,Managua,Managua,12.1516383,-86.2663177,administrative
14966,Casa en venta en Carretera a Masaya,Carretera a Masaya,2,90000,USD,3,2,130,305.30,https://discovernica.com/propiedades/detalles/14966/Casa-en-venta-en-Carretera-a-Masaya,https://discovernica.com/assets/images/properties/14966_13.png,Masaya,,,,,Masaya,,,,
14862,Se vende casa en Carretera Nueva a León,Carretera Nueva a León,2,47000,USD,3,1,61.86,238.56,https://discovernica.com/propiedades/detalles/14862/casa-venta-residencial-carretera-nueva-a-león-3-habitaciones,https://discovernica.com/assets/images/properties/14862_3.png,León,,,,,León,,,,
14868,Se vende casa en Bello Horizonte,Bello Horizonte,2,95000,USD,4,2,78.87,316.66,https://discovernica.com/propiedades/detalles/14868/casa-venta-bello-horizonte-3-habitaciones,https://discovernica.com/assets/images/properties/14868_1.png,Managua,Managua,12.1472660,-86.2330920,hotel,Managua,Managua,12.1472660,-86.2330920,hotel
14937,Se vende casa recién remodelada en Villa Flor,Villa Flor,46,100000,USD,3,2,68.96,170.46,https://discovernica.com/propiedades/detalles/14937/casa-venta-villa-flor-3-habitaciones,https://discovernica.com/assets/images/properties/14937_3_1.png,Managua,Managua,12.1218971,-86.2190884,bus_stop,Managua,Managua,12.1218971,-86.2190884,bus_stop
11567,Amplia casa con piscina en condominio en Santo Domingo,Santo Domingo,2,610000,USD,3,3,327,883.14,https://discovernica.com/propiedades/detalles/11567/casa-alquiler-santo-domingo-condominio-piscina-3-habitaciones,https://discovernica.com/assets/images/properties/2f41c7d6_a7ed_4ca4_bb95_4d0f3eec9070.jpg,Managua,Managua,12.1516383,-86.2663177,administrative,Managua,Managua,12.1516383,-86.2663177,administrative
13919,Casa en venta en Villa Fontana,Villa Fontana,46,1000000,USD,5,5.5,720,2900,https://discovernica.com/propiedades/detalles/13919/Casa en venta en Villa Fontana,https://discovernica.com/assets/images/properties/8_IMG_20240926_WA0070.jpg,Managua,Managua,12.1033874,-86.2671277,administrative,Managua,Managua,12.1033874,-86.2671277,administrative
13458,Quinta en Venta y Alquiler en Carretera a Ticuantepe,Carretera a Ticuantepe,32,250000,USD,4,3.5,380,8000,"https://discovernica.com/propiedades/detalles/13458/Se vende y alquila quinta, 4 habitaciones, 3.5 baños",https://discovernica.com/assets/images/properties/ID_13458_7_.jpg,Ticuantepe,Managua,12.0553096,-86.2031482,secondary,Ticuantepe,Managua,12.0553096,-86.2031482,secondary
14596,Casa en venta en Residencial de Carretera a Masaya,,46,339000,USD,3,3.5,280,920,https://discovernica.com/propiedades/detalles/14596/casa-venta-residencial-carretera-a-masaya,https://discovernica.com/assets/images/properties/IMG_20250919_WA0022.jpg,Managua,Managua,12.1547116,-86.2737250,administrative,Managua,Managua,12.1547116,-86.2737250,administrative
12610,Casa en venta en residencial de Villa Fontana,,2,1500000,USD,7,8,1100,3503.69,https://discovernica.com/propiedades/detalles/12610/casa-venta-villa-fontana-residencial-8-habitaciones,https://discovernica.com/assets/images/properties/1261055.jpg,Managua,Managua,12.1547116,-86.2737250,administrative,Managua,Managua,12.1547116,-86.2737250,administrative
13206,Grandiosa Quinta en venta en Nindirí.,Nindirí,32,140000,USD,,2,56,4800,"https://discovernica.com/propiedades/detalles/13206/Quinta en venta en Nindirí, cuenta con bodega, casa de habitación, 2 baños.",https://discovernica.com/assets/images/properties/132061_6_.jpg,Nindirí,,,,,Nindirí,,,,
14910,Se vende casa en zona residencial en Carretera Norte,Carretera Norte,2,75000,USD,2,1,170.76,242.55,https://discovernica.com/propiedades/detalles/14910/casa-venta-residencial-carretera-norte-2-habitaciones,https://discovernica.com/assets/images/properties/14910_3.png,Managua,Managua,12.1504120,-86.2220387,trunk,Managua,Managua,12.1504120,-86.2220387,trunk
14895,Se vende casa en obra gris en Masaya,Masaya,2,18000,USD,,,230,588,https://discovernica.com/propiedades/detalles/14895/casa-obra-gris-venta-masaya,https://discovernica.com/assets/images/properties/14895_4.png,Masaya,,,,,Masaya,,,,
12051,Se vende/renta casa en Villa Fontana con espectacular vista al Lago,Villa Fontana,46,1000000,USD,4,4.5,800,16500,https://discovernica.com/propiedades/detalles/12051/Casa-en-venta-renta-en-Villa-Fontana-4-habitaciones-4.5-baños,https://discovernica.com/assets/images/properties/12051_1_1.png,Managua,Managua,12.1033874,-86.2671277,administrative,Managua,Managua,12.1033874,-86.2671277,administrative
14844,Casa con amplios espacios en venta en Santo Domingo,Santo Domingo,46,380000,USD,4,2,360,1535.64,https://discovernica.com/propiedades/detalles/14844/casa-amplia-venta-santo-domingo-4-habitaciones,https://discovernica.com/assets/images/properties/ID14844_13.png,Managua,Managua,12.1516383,-86.2663177,administrative,Managua,Managua,12.1516383,-86.2663177,administrative
