id,codigo,titulo,tipo,operacion,zona,departamento,municipio,hab,banos,garaje,precio,moneda,url,imagen,lat,lng,geo_tipo
45874,,"Casa en Venta carretera a intermezzo del bosque, managua",Casa,venta,carretera a intermezzo del bosque,managua,,,,,385000.00,USD,https://momotomborealestate.com/property/casa-en-venta-carretera-a-intermezzo-del-bosque-managua/,https://momotomborealestate.com/wp-content/uploads/properties/8314_20160608123656579.jpg?v=1752641129,12.1547116,-86.2737250,administrative
58431,,"Casa en Venta villa libertad, managua",Casa,venta,villa libertad,managua,,,,,120000.00,USD,https://momotomborealestate.com/property/casa-en-venta-villa-libertad-managua-6/,https://momotomborealestate.com/wp-content/uploads/properties/6561_20140311144139886.jpg?v=1752647112,12.1160492,-86.2025399,neighbourhood
58513,,"Casa en Venta carretera norte / jardines de santa clara, managua",Casa,venta,carretera norte / jardines de santa clara,managua,,,,,80000.00,USD,https://momotomborealestate.com/property/casa-en-venta-carretera-norte-jardines-de-santa-clara-managua/,https://momotomborealestate.com/wp-content/uploads/properties/6552_20140308112320261.jpg?v=1752647145,12.1547116,-86.2737250,administrative
58779,,"Casa en Venta Barrio Santa Rosa, Managua",Casa,venta,Barrio Santa Rosa,Managua,,,,,80000.00,USD,https://momotomborealestate.com/property/casa-en-venta-barrio-santa-rosa-managua-2/,https://momotomborealestate.com/wp-content/uploads/properties/86570-584x438.jpeg?v=1752647219,12.1485235,-86.2278019,administrative
58817,,"Casa en Venta San Juan Del Sur / La Talanguera, Rivas",Casa,venta,San Juan Del Sur / La Talanguera,Rivas,,,,,296900.00,USD,https://momotomborealestate.com/property/sin-categor-a-en-venta-san-juan-del-sur-la-talanguera-rivas/,https://momotomborealestate.com/wp-content/uploads/properties/6511_20161224084614601.jpg?v=1752647367,11.2621576,-85.8751676,guest_house
49013,,"Casa en Venta carretera nueva a leon, managua",Casa,venta,carretera nueva a leon,managua,,,,,79700.00,USD,https://momotomborealestate.com/property/casa-en-venta-carretera-nueva-a-leon-managua-29/,https://momotomborealestate.com/wp-content/uploads/properties/7854_20151214103530800.jpg?v=1752642632,12.2289547,-86.4150341,trunk
49019,,"Casa en Venta carretera nueva a leon, managua",Casa,venta,carretera nueva a leon,managua,,,,,72000.00,USD,https://momotomborealestate.com/property/casa-en-venta-carretera-nueva-a-leon-managua-30/,https://momotomborealestate.com/wp-content/uploads/properties/15254506461-584x405.jpg?v=1752642634,12.2289547,-86.4150341,trunk
59000,,"Casa en Venta Intermezzo Del Bosque, Managua",Casa,venta,Intermezzo Del Bosque,Managua,,,,,569000.00,USD,https://momotomborealestate.com/property/mansi-n-en-venta-intermezzo-del-bosque-managua/,https://momotomborealestate.com/wp-content/uploads/properties/6481_20160322113259224.jpg?v=1752647452,12.0489321,-86.2660260,administrative
59010,,"Casa en Venta Carretera Sur, Managua",Casa,venta,Carretera Sur,Managua,,,,,185000.00,USD,https://momotomborealestate.com/property/casa-en-venta-carretera-sur-managua-71/,https://momotomborealestate.com/wp-content/uploads/properties/6480_20140124112603552.jpg?v=1752647455,12.1372298,-86.3076137,trunk
59109,,"Casa en Venta & Renta carretera nueva a leon, managua",Casa,venta,& Renta carretera nueva a leon,managua,,,,,100000.00,USD,https://momotomborealestate.com/property/casa-en-venta-renta-carretera-nueva-a-leon-managua-4/,https://momotomborealestate.com/wp-content/uploads/properties/6470_20140122104057430.jpg?v=1752647529,12.1547116,-86.2737250,administrative
59151,,"Casa en Venta Altos De Motastepe, Managua",Casa,venta,Altos De Motastepe,Managua,,,,,75000.00,USD,https://momotomborealestate.com/property/casa-en-venta-altos-de-motastepe-managua-3/,https://momotomborealestate.com/wp-content/uploads/2026/06/WhatsApp-Image-2026-06-24-at-13.27.02-2-584x438.jpeg?v=1782752063,12.1274777,-86.3425669,residential
59270,,"Casa en Venta & Renta San Judas, Managua",Casa,venta,& Renta San Judas,Managua,,,,,100000.00,USD,https://momotomborealestate.com/property/sin-categor-a-en-venta-renta-san-judas-managua/,https://momotomborealestate.com/wp-content/uploads/properties/6450_20140109120816991.jpg?v=1752647660,12.1547116,-86.2737250,administrative
60048,,"Casa en Venta carretera vieja a leon, managua",Casa,venta,carretera vieja a leon,managua,,,,,210000.00,USD,https://momotomborealestate.com/property/casa-en-venta-carretera-vieja-a-leon-managua-22/,https://momotomborealestate.com/wp-content/uploads/properties/78253-584x438.png?v=1752647985,12.0731952,-86.4953759,trunk
60082,,"Casa en Venta villas de san geronimo, masaya",Casa,venta,villas de san geronimo,masaya,,,,,130000.00,USD,https://momotomborealestate.com/property/casa-en-venta-villas-de-san-geronimo-masaya/,https://momotomborealestate.com/wp-content/uploads/properties/6338_20170426093338189.jpg?v=1752648007,11.9736474,-86.0960547,administrative
60168,,"Casa en Venta linda vista, managua",Casa,venta,linda vista,managua,,,,,70000.00,USD,https://momotomborealestate.com/property/casa-en-venta-linda-vista-managua-10/,https://momotomborealestate.com/wp-content/uploads/properties/6324_20160409093831418.jpg?v=1752648036,12.1552762,-86.3059544,administrative
60193,,"Casa en Venta calle ruben dario, leon",Casa,venta,calle ruben dario,leon,,,,,170000.00,USD,https://momotomborealestate.com/property/casa-en-venta-calle-ruben-dario-leon/,https://momotomborealestate.com/wp-content/uploads/properties/6320_20170505131727210.jpg?v=1752648042,12.4346202,-86.8957034,tertiary
60450,,"Casa en Renta jinotepe, carazo",Casa,renta,jinotepe,carazo,,,,,700.00,USD,https://momotomborealestate.com/property/casa-en-renta-jinotepe-carazo/,https://momotomborealestate.com/wp-content/uploads/properties/6282_20131003114215496.jpg?v=1752648167,11.8478476,-86.1992469,administrative
60616,,"Casa en Venta & Renta carretera a intermezzo del bosque, managua",Casa,venta,& Renta carretera a intermezzo del bosque,managua,,,,,2200.00,USD,https://momotomborealestate.com/property/casa-en-venta-renta-carretera-a-intermezzo-del-bosque-managua/,https://momotomborealestate.com/wp-content/uploads/properties/6262_20130924155952194.jpg?v=1752648214,12.1547116,-86.2737250,administrative
61186,,"Casa en Venta carretera sur/altos de ticomo, managua",Casa,venta,carretera sur/altos de ticomo,managua,,,,,115000.00,USD,https://momotomborealestate.com/property/casa-en-venta-carretera-sur-altos-de-ticomo-managua-3/,https://momotomborealestate.com/wp-content/uploads/properties/6186_20130828164617000.jpg?v=1752648374,12.1547116,-86.2737250,administrative
61462,,"Casa en Renta carretera a masaya / urbanizacion madrid, managua",Casa,renta,carretera a masaya / urbanizacion madrid,managua,,,,,1100.00,USD,https://momotomborealestate.com/property/casa-en-renta-carretera-a-masaya-urbanizacion-madrid-managua/,https://momotomborealestate.com/wp-content/uploads/properties/6149_20130815102838480.jpg?v=1752648450,12.0856788,-86.2296090,yes
61589,,"Casa en Venta carretera nueva a leon, managua",Casa,venta,carretera nueva a leon,managua,,,,,240000.00,USD,https://momotomborealestate.com/property/casa-en-venta-carretera-nueva-a-leon-managua-45/,https://momotomborealestate.com/wp-content/uploads/properties/6130_20130806155022343.jpg?v=1752648499,12.2289547,-86.4150341,trunk
61786,,"Casa en Venta diriamba, carazo",Casa,venta,diriamba,carazo,,,,,45000.00,USD,https://momotomborealestate.com/property/casa-en-venta-diriamba-carazo-10/,https://momotomborealestate.com/wp-content/uploads/properties/6100_20170512170529294.jpg?v=1752648603,11.6947004,-86.3812383,administrative
61791,,"Casa en Venta carretera a ticuantepe, managua",Casa,venta,carretera a ticuantepe,managua,,,,,220000.00,USD,https://momotomborealestate.com/property/casa-en-venta-carretera-a-ticuantepe-managua-10/,https://momotomborealestate.com/wp-content/uploads/properties/6098_20150824103521079.jpg?v=1752648604,12.0553096,-86.2031482,secondary
61898,,"Casa en Venta & Renta carretera a masaya-veracruz / lomas de veracruz, managua",Casa,venta,& Renta carretera a masaya-veracruz / lomas de veracruz,managua,,,,,320000.00,USD,https://momotomborealestate.com/property/casa-en-venta-renta-carretera-a-masaya-veracruz-lomas-de-veracruz-managua/,https://momotomborealestate.com/wp-content/uploads/properties/6086_20130710102051617.jpg?v=1752648635,12.1547116,-86.2737250,administrative
61992,,"Casa en Venta nindiri, masaya",Casa,venta,nindiri,masaya,,,,,480000.00,USD,https://momotomborealestate.com/property/casa-en-venta-nindiri-masaya-10/,https://momotomborealestate.com/wp-content/uploads/properties/6074_20170425101233372.jpg?v=1752648661,12.0030065,-86.1201997,administrative
62056,,"Casa en Venta carretera a granada-masaya, granada",Casa,venta,carretera a granada-masaya,granada,,,,,160000.00,USD,https://momotomborealestate.com/property/casa-en-venta-carretera-a-granada-masaya-granada/,https://momotomborealestate.com/wp-content/uploads/properties/6066_20170426164601473.jpg?v=1752648676,11.9668621,-86.0133265,trunk
62190,,"Casa en Venta & Renta leon, leon",Casa,venta,& Renta leon,leon,,,,,380000.00,USD,https://momotomborealestate.com/property/casa-en-venta-renta-leon-leon/,https://momotomborealestate.com/wp-content/uploads/properties/6043_20130619150333722.jpg?v=1752648714,12.4369678,-86.8691038,yes
62218,,"Casa en Venta & Renta nagarote, leon",Casa,venta,& Renta nagarote,leon,,,,,75000.00,USD,https://momotomborealestate.com/property/casa-en-venta-renta-nagarote-leon/,https://momotomborealestate.com/wp-content/uploads/properties/6039_20130614102108092.jpg?v=1752648721,12.3021275,-86.9679698,administrative
62330,,"Casa en Venta & Renta carretera a masaya km 18.4, managua",Casa,venta,& Renta carretera a masaya km 18.4,managua,,,,,190000.00,USD,https://momotomborealestate.com/property/casa-en-venta-renta-carretera-a-masaya-km-18-4-managua/,https://momotomborealestate.com/wp-content/uploads/properties/6017_20130604162131516.jpg?v=1752648747,12.1547116,-86.2737250,administrative
62348,,"Casa en Venta reparto motastepe, managua",Casa,venta,reparto motastepe,managua,,,,,85000.00,USD,https://momotomborealestate.com/property/casa-en-venta-reparto-motastepe-managua-3/,https://momotomborealestate.com/wp-content/uploads/properties/6014_20130604144437300.jpg?v=1752648751,12.1547116,-86.2737250,administrative
62467,,"Casa en Venta carretera nueva a leon/reparto san roque, managua",Casa,venta,carretera nueva a leon/reparto san roque,managua,,,,,35000.00,USD,https://momotomborealestate.com/property/casa-en-venta-carretera-nueva-a-leon-reparto-san-roque-managua/,https://momotomborealestate.com/wp-content/uploads/properties/5987_20130524110733806.jpg?v=1752648781,12.1547116,-86.2737250,administrative
62586,,"Casa en Venta carretera a granada-nandaime, granada",Casa,venta,carretera a granada-nandaime,granada,,,,,125000.00,USD,https://momotomborealestate.com/property/casa-en-venta-carretera-a-granada-nandaime-granada/,https://momotomborealestate.com/wp-content/uploads/properties/5970_20130515152837282.jpg?v=1752648815,11.6589714,-85.9721720,trunk
82972,,"Casa en Venta carretera a intermezzo del bosque/miralagos, managua",Casa,venta,carretera a intermezzo del bosque/miralagos,managua,,,,,320000.00,USD,https://momotomborealestate.com/property/casa-en-venta-carretera-a-intermezzo-del-bosque-miralagos-managua-2/,https://momotomborealestate.com/wp-content/uploads/properties/1022_20130430104403856.jpg?v=1752678924,12.1547116,-86.2737250,administrative
63290,,"Casa en Renta bolonia, managua",Casa,renta,bolonia,managua,,,,,1800.00,USD,https://momotomborealestate.com/property/casa-en-renta-bolonia-managua-19/,https://momotomborealestate.com/wp-content/uploads/properties/5875_20170613094143777.jpg?v=1752649291,12.1398941,-86.2815427,administrative
